"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q23b_num"
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.246731077216897,-1.22540315946459,-1.14132886537902,-0.672393805475273
NA,NA,NA,NA
-1.14739092105206,0.525172782627682,0.83005735663929,-0.672393805475273
NA,NA,NA,NA
-0.793103232127729,0.525172782627682,-1.14132886537902,0.413780803369399
-0.905813151359566,0.525172782627682,0.83005735663929,1.49995541221407
0.0940769942345491,0.525172782627682,0.83005735663929,0.413780803369399
0.757975163677748,0.525172782627682,0.83005735663929,-0.672393805475273
-0.83345423505838,0.525172782627682,0.83005735663929,1.49995541221407
-0.000207308307224612,NA,NA,0.413780803369399
1.36074744244746,-2.97597910155687,0.83005735663929,0.413780803369399
0.915275659192077,-1.22540315946459,-1.14132886537902,0.413780803369399
-1.34869686080928,0.525172782627682,0.83005735663929,-0.672393805475273
1.57345092918395,0.525172782627682,-1.14132886537902,-1.75856841431995
0.311705452973903,-1.22540315946459,-1.14132886537902,0.413780803369399
1.60795284724348,-1.22540315946459,-1.14132886537902,-1.75856841431995
1.34258039409173,0.525172782627682,-1.14132886537902,-0.672393805475273
-1.61857367527587,0.525172782627682,0.83005735663929,1.49995541221407
NA,NA,NA,NA
-0.0376683973042033,0.525172782627682,0.83005735663929,1.49995541221407
0.310107096945166,0.525172782627682,0.83005735663929,0.413780803369399
NA,NA,NA,NA
-0.0818062244616371,0.525172782627682,-1.14132886537902,-0.672393805475273
-1.30378585191455,0.525172782627682,0.83005735663929,-0.672393805475273
0.0433589548973195,0.525172782627682,NA,-0.672393805475273
NA,NA,NA,NA
