"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q19_num"
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.511105311933508,-0.139239919211557,1.09871608411492,-0.229415733870561
NA,NA,NA,NA
1.01631860207218,-1.53163911132712,-1.06082932259372,-0.229415733870561
NA,NA,NA,NA
0.213965488834476,-1.53163911132712,0.378867615212041,-0.229415733870561
-0.418810765850472,1.25315927290401,NA,NA
-2.43640770070603,1.25315927290401,1.09871608411492,4.12948320967011
-1.2802872508726,-0.139239919211557,1.09871608411492,-0.229415733870561
-1.22532262067581,-0.139239919211557,1.09871608411492,-0.229415733870561
-0.255095035779816,NA,NA,NA
0.910777751118007,-0.139239919211557,-1.06082932259372,-0.229415733870561
-0.283531913251787,-0.139239919211557,1.09871608411492,-0.229415733870561
-0.209720614065668,1.25315927290401,0.378867615212041,-0.229415733870561
1.5204499839679,-0.139239919211557,-1.06082932259372,-0.229415733870561
-0.030792705694504,-0.139239919211557,-0.340980853690837,-0.229415733870561
1.31093286824296,-1.53163911132712,-1.06082932259372,-0.229415733870561
-0.278521990478953,1.25315927290401,0.378867615212041,-0.229415733870561
1.20909676941865,1.25315927290401,-1.06082932259372,-0.229415733870561
NA,NA,NA,NA
1.13860649434566,-1.53163911132712,-1.06082932259372,-0.229415733870561
0.462331148534643,1.25315927290401,-1.06082932259372,-0.229415733870561
NA,NA,NA,NA
-0.603953807555879,-0.139239919211557,1.09871608411492,-0.229415733870561
-0.799897614551113,-0.139239919211557,-1.06082932259372,-0.229415733870561
0.550968224881647,-0.139239919211557,1.09871608411492,-0.229415733870561
NA,NA,NA,NA
