"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q20_num"
0.0851013852881591,0.398409536444798,1.58113883008419,-0.545544725589981,0.234122387275041,0,-0.316623793430652
-0.134612473224246,-2.39045721866879,-1.58113883008419,-0.545544725589981,0.234122387275041,0,-0.316623793430652
-1.59502486872558,0.398409536444798,0,-0.545544725589981,0.234122387275041,0,-0.316623793430652
-0.471141806412195,0.398409536444798,0,-0.545544725589981,1.463264920469,0,-0.316623793430652
0.348572568343008,0.398409536444798,-1.58113883008419,-0.545544725589981,-0.995020145918923,-1.58113883008419,-0.316623793430652
0.384407943465886,0.398409536444798,0,-0.545544725589981,0.234122387275041,1.58113883008419,-0.316623793430652
0.76810257849156,0.398409536444798,0,2.8913870456269,0.234122387275041,-1.58113883008419,-0.316623793430652
-1.06813121106198,-2.39045721866879,0,-0.545544725589981,-0.995020145918923,-1.58113883008419,-0.316623793430652
-0.0537298551210191,0.398409536444798,1.58113883008419,-0.545544725589981,-0.995020145918923,0,-0.316623793430652
-1.2239735454135,0.398409536444798,-1.58113883008419,-0.545544725589981,1.463264920469,1.58113883008419,-0.316623793430652
NA,NA,NA,NA,NA,NA,NA
-0.551017751017523,0.398409536444798,0,0.600099198148979,-0.995020145918923,0,-0.316623793430652
0.113790627758778,0.398409536444798,0,1.74574312188794,-0.995020145918923,0,-0.316623793430652
-0.497765313677602,0.398409536444798,0,-0.545544725589981,0.234122387275041,0,-0.316623793430652
-0.630837756764615,-2.39045721866879,-1.58113883008419,-0.545544725589981,1.463264920469,1.58113883008419,3.00792603759119
1.01338453004675,0.398409536444798,0,0.600099198148979,0.234122387275041,0,-0.316623793430652
1.3060717427427,0.398409536444798,1.58113883008419,1.74574312188794,0.234122387275041,-1.58113883008419,-0.316623793430652
1.86006698639609,0.398409536444798,0,-0.545544725589981,-2.22416267911289,0,-0.316623793430652
1.82758187438585,0.398409536444798,0,0.600099198148979,-0.995020145918923,0,-0.316623793430652
-0.397645247985625,0.398409536444798,0,-0.545544725589981,0.234122387275041,0,-0.316623793430652
-1.6523762718999,0.398409536444798,0,-0.545544725589981,0.234122387275041,1.58113883008419,3.00792603759119
0.569175864384979,0.398409536444798,1.58113883008419,-0.545544725589981,1.463264920469,0,-0.316623793430652
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
