ID_ESCOLA,NOME,N_ALUNOS,MEDIA_MT,MEDIA_LP,SD_MT,SD_LP,MIN_MT,MAX_MT,Q1_MT,Q2_MT,Q3_MT,MIN_LP,MAX_LP,Q1_LP,Q2_LP,Q3_LP,INSE_MEDIO,SD_INSE
61432986,Escola A (ID: 61432986),173,286.8652959931507,1972.4611251095891,41.65126338422967,20325.025414047836,187.353963,418.725285,256.6015945,286.477665,309.75957225,157.34214,245878,265.22191349999997,294.21730249999996,320.71500625,5.068043478260869,0.824210180386961
61466120,Escola B (ID: 61466120),307,282.7344408382353,272.4515785882353,49.64350271239136,52.84218605303951,167.820321,414.197503,248.63133474999998,283.3466325,320.68227449999995,147.526816,380.42084,234.93933700000002,276.248382,312.248713,5.594329896907216,0.727293096431616
