"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q23h_num"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.5446007541111,-3.6,-0.866025403784439,-1.75234688431762,-0.514285714285714
-0.576857728564766,0.4,0.866025403784439,-0.371709945158283,0.914285714285714
-0.154082201341347,0.4,-0.866025403784439,1.00892699400105,-0.514285714285714
-0.245531898457902,0.4,-0.866025403784439,-0.371709945158283,0.914285714285714
0.659308773743038,0.4,1.73205080756888,-0.371709945158283,0.914285714285714
-0.650805387712321,NA,-0.866025403784439,-0.371709945158283,NA
0.24821770831032,0.4,NA,-0.371709945158283,-0.514285714285714
1.01738555490142,-1.6,1.73205080756888,-0.371709945158283,-0.514285714285714
0.434583963896378,0.4,-0.866025403784439,1.00892699400105,-0.514285714285714
-0.487283768151989,0.4,-0.866025403784439,1.00892699400105,-0.514285714285714
-1.85752959757102,NA,NA,NA,NA
-0.741901735256541,0.4,-0.866025403784439,-0.371709945158283,-0.514285714285714
0.875560190462536,0.4,0,1.00892699400105,-0.514285714285714
1.01641614975141,0.4,1.73205080756888,-1.75234688431762,0.914285714285714
1.16291529057728,0.4,1.73205080756888,-1.75234688431762,0.914285714285714
1.12645771078825,-1.6,-0.866025403784439,1.00892699400105,0.914285714285714
-0.0102537869047185,0.4,0,1.00892699400105,0.914285714285714
-0.622576840320216,0.4,0.866025403784439,1.00892699400105,-0.514285714285714
-1.89006366233739,NA,NA,NA,NA
-1.26148792375158,0.4,0,1.00892699400105,0.914285714285714
0.932877701554656,0.4,0.866025403784439,1.00892699400105,0.914285714285714
-0.874991000562927,0.4,0,-0.371709945158283,-0.514285714285714
-0.329820608018986,0.4,0,-0.371709945158283,0.914285714285714
2.03283565873777,0.4,0.866025403784439,-0.371709945158283,0.914285714285714
-0.106388734013912,0.4,-0.866025403784439,-0.371709945158283,-0.514285714285714
-0.873086611079872,0.4,-0.866025403784439,1.00892699400105,-0.514285714285714
0.565550882858748,-1.6,-0.866025403784439,-1.75234688431762,-0.514285714285714
-0.93404885564745,0.4,-0.866025403784439,1.00892699400105,-3.37142857142857
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
