"PROFICIENCIA_LP_SAEB","TX_RESP_Q22b_num","TX_RESP_Q23d_num","TX_RESP_Q19_num"
0.725028943142046,1.49193320824269,1.64197394357296,-0.4894797289664
0.940417731783103,0.254720303846313,0.246296091535944,-0.4894797289664
1.55892702459827,1.49193320824269,1.64197394357296,-0.4894797289664
-0.630413355866068,-0.982492600550061,0.246296091535944,2.71438758790458
1.57072513422948,0.254720303846313,0.246296091535944,-0.4894797289664
-0.770621625678395,-0.982492600550061,-1.14938176050107,-0.4894797289664
-0.945805554969699,-0.982492600550061,0.246296091535944,-0.4894797289664
0.0643776102205728,-0.982492600550061,0.246296091535944,-0.4894797289664
0.0897435148417788,1.49193320824269,0.246296091535944,-0.4894797289664
-1.38068960176732,-0.982492600550061,-2.54505961253809,-0.4894797289664
-1.50752290123371,0.254720303846313,0.246296091535944,2.71438758790458
-0.175944459514993,-0.982492600550061,1.64197394357296,-0.4894797289664
NA,NA,NA,NA
0.854961460105185,1.49193320824269,0.246296091535944,-0.4894797289664
0.630401895471215,0.254720303846313,0.246296091535944,-0.4894797289664
NA,NA,NA,NA
-0.373599321762231,-0.982492600550061,0.246296091535944,1.11245392946909
-0.23137141298337,-0.982492600550061,-2.54505961253809,-0.4894797289664
-0.710703819868707,0.254720303846313,NA,-0.4894797289664
0.211572146692492,0.254720303846313,0.246296091535944,1.11245392946909
0.839565584330399,-0.982492600550061,0.246296091535944,-0.4894797289664
-0.551380074463343,NA,NA,1.11245392946909
NA,NA,NA,NA
0.963530576919886,-0.982492600550061,0.246296091535944,NA
-0.664154629066797,1.49193320824269,0.246296091535944,-0.4894797289664
-0.847734213361246,-0.982492600550061,-1.14938176050107,-0.4894797289664
-0.692113580737454,NA,0.246296091535944,-0.4894797289664
0.826408813927988,1.49193320824269,-1.14938176050107,-0.4894797289664
1.9384590003902,0.254720303846313,1.64197394357296,-0.4894797289664
-1.27185282389906,-0.982492600550061,0.246296091535944,-0.4894797289664
0.27157241071216,-0.982492600550061,-1.14938176050107,-0.4894797289664
1.42503644447631,1.49193320824269,0.246296091535944,-0.4894797289664
0.175012004698309,-0.982492600550061,0.246296091535944,-0.4894797289664
-0.191960694584691,1.49193320824269,-1.14938176050107,-0.4894797289664
1.44385883766315,0.254720303846313,0.246296091535944,-0.4894797289664
-1.352452834318,0.254720303846313,0.246296091535944,-0.4894797289664
0.644667442116845,-0.982492600550061,-1.14938176050107,1.11245392946909
NA,NA,NA,NA
-1.26624175110052,NA,NA,1.11245392946909
0.352445171060507,0.254720303846313,0.246296091535944,-0.4894797289664
NA,NA,NA,NA
-1.96214909220427,0.254720303846313,0.246296091535944,2.71438758790458
