"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q19_num"
-0.595696304009687,1.52836352524367,0.666106206990745,0.140722205660604,-0.4894797289664
-0.728126672044939,0.0436675292926763,0.666106206990745,-0.759899910567261,-0.4894797289664
0.690907162477542,0.0436675292926763,0.666106206990745,-0.759899910567261,-0.4894797289664
-1.01157977277257,0.0436675292926763,0.666106206990745,NA,2.71438758790458
1.22326568281634,-1.44102846665832,-0.749369482864587,-0.759899910567261,-0.4894797289664
-0.919114704342847,0.0436675292926763,0.666106206990745,1.04134432188847,-0.4894797289664
0.969598400752377,0.0436675292926763,-2.16484517271992,-0.759899910567261,-0.4894797289664
1.76614632916401,-1.44102846665832,-0.749369482864587,-0.759899910567261,-0.4894797289664
0.640134271543032,0.0436675292926763,0.666106206990745,-0.759899910567261,-0.4894797289664
1.26367222927226,0.0436675292926763,-0.749369482864587,-0.759899910567261,-0.4894797289664
-1.23060770656761,1.52836352524367,0.666106206990745,-0.759899910567261,2.71438758790458
0.733924752265307,-1.44102846665832,-2.16484517271992,-0.759899910567261,-0.4894797289664
NA,NA,NA,NA,NA
1.87891156990552,0.0436675292926763,0.666106206990745,0.140722205660604,-0.4894797289664
-0.314208861565836,0.0436675292926763,0.666106206990745,1.04134432188847,-0.4894797289664
NA,NA,NA,NA,NA
0.375064134385316,-1.44102846665832,-0.749369482864587,-0.759899910567261,1.11245392946909
0.738780046486466,-1.44102846665832,-0.749369482864587,1.04134432188847,-0.4894797289664
-0.631337520697353,0.0436675292926763,0.666106206990745,-0.759899910567261,-0.4894797289664
0.716702844043534,0.0436675292926763,0.666106206990745,-0.759899910567261,1.11245392946909
0.561112078024178,0.0436675292926763,NA,NA,-0.4894797289664
-1.65482267000698,NA,NA,NA,1.11245392946909
NA,NA,NA,NA,NA
1.86260326834914,0.0436675292926763,0.666106206990745,NA,NA
1.01298974857177,0.0436675292926763,0.666106206990745,-0.759899910567261,-0.4894797289664
-0.198932912933594,0.0436675292926763,0.666106206990745,-0.759899910567261,-0.4894797289664
-0.168124483874774,NA,0.666106206990745,1.94196643811633,-0.4894797289664
-1.13958572244885,1.52836352524367,0.666106206990745,1.94196643811633,-0.4894797289664
-0.193409727072055,-1.44102846665832,-0.749369482864587,0.140722205660604,-0.4894797289664
-0.428951865237054,0.0436675292926763,0.666106206990745,-0.759899910567261,-0.4894797289664
-0.258411087534391,1.52836352524367,0.666106206990745,1.94196643811633,-0.4894797289664
-1.10597242093236,1.52836352524367,0.666106206990745,-0.759899910567261,-0.4894797289664
-0.526014408216984,-1.44102846665832,-2.16484517271992,-0.759899910567261,-0.4894797289664
0.488379625706968,-1.44102846665832,-0.749369482864587,-0.759899910567261,-0.4894797289664
-0.338615078377795,1.52836352524367,0.666106206990745,1.04134432188847,-0.4894797289664
-1.15686128118572,1.52836352524367,0.666106206990745,0.140722205660604,-0.4894797289664
-0.964399020654065,0.0436675292926763,0.666106206990745,1.94196643811633,1.11245392946909
NA,NA,NA,NA,NA
-1.31253854434252,NA,NA,NA,1.11245392946909
1.17709026643204,0.0436675292926763,-0.749369482864587,0.140722205660604,-0.4894797289664
NA,NA,NA,NA,NA
-1.22197164537782,0.0436675292926763,-2.16484517271992,1.04134432188847,2.71438758790458
