"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q23e_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA
-1.45391501344465,0.519034249085875,0.344728919832691,0.218145764010179,2.2297683753414
-0.0206172871752073,0.519034249085875,0.344728919832691,1.4543050934012,-0.578088097310734
-0.96351352788888,0.519034249085875,0.344728919832691,-1.01801356538084,0.825840139015334
-1.05312227444542,NA,NA,-1.01801356538084,0.825840139015334
0.491176129885318,0.519034249085875,0.344728919832691,0.218145764010179,-0.578088097310734
-1.39670107444027,NA,NA,-1.01801356538084,-0.578088097310734
0.375153829747716,0.519034249085875,0.344728919832691,-1.01801356538084,0.825840139015334
-0.538677247009121,0.519034249085875,0.344728919832691,NA,-0.578088097310734
1.41239636560325,-2.80278494506372,0.344728919832691,0.218145764010179,-0.578088097310734
-0.733385694491007,0.519034249085875,0.344728919832691,0.218145764010179,2.2297683753414
1.74507603294212,-1.14187534798892,-3.33237955838268,1.4543050934012,-0.578088097310734
0.550225321524006,0.519034249085875,0.344728919832691,-1.01801356538084,NA
0.114494835523146,0.519034249085875,0.344728919832691,-1.01801356538084,-0.578088097310734
1.30061886056242,0.519034249085875,0.344728919832691,0.218145764010179,-0.578088097310734
-0.141652569630633,-1.14187534798892,0.344728919832691,1.4543050934012,-0.578088097310734
-1.17843814843939,0.519034249085875,0.344728919832691,-1.01801356538084,-0.578088097310734
0.500778459100224,-1.14187534798892,-1.493825319275,0.218145764010179,-0.578088097310734
0.990103002076392,0.519034249085875,0.344728919832691,1.4543050934012,-0.578088097310734
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
