"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num"
-2.14946368707467,1.02591460494464,1.53037843867068,-0.687215127193266,1.44558150318581
0.0827224140644378,-1.67876935354577,0.322184934456984,-0.687215127193266,-0.619534929936775
1.28430288928559,-1.67876935354577,-0.886008569756708,-0.687215127193266,0.413023286624517
NA,NA,NA,NA,NA
1.42072057203377,1.02591460494464,0.322184934456984,-0.687215127193266,0.413023286624517
NA,NA,NA,NA,NA
0.514346701767565,NA,0.322184934456984,-0.687215127193266,-0.619534929936775
0.201777540997849,-0.326427374300566,0.322184934456984,0.601313236294108,0.413023286624517
NA,NA,NA,NA,NA
-2.02348258548431,-0.326427374300566,0.322184934456984,0.601313236294108,0.413023286624517
-0.287310288405921,1.02591460494464,-0.886008569756708,-0.687215127193266,-0.619534929936775
1.43282854288804,-0.326427374300566,-0.886008569756708,-0.687215127193266,0.413023286624517
-0.828616846114105,1.02591460494464,0.322184934456984,0.601313236294108,0.413023286624517
0.738106794170053,-0.326427374300566,-2.0942020739704,-1.97574349068064,-1.65209314649807
0.39664771853139,-0.326427374300566,-0.886008569756708,-0.687215127193266,0.413023286624517
1.15307154783674,1.02591460494464,-0.886008569756708,-0.687215127193266,-0.619534929936775
-0.663414297728217,1.02591460494464,-0.886008569756708,-0.687215127193266,-0.619534929936775
-1.08494214121916,1.02591460494464,-0.886008569756708,-0.687215127193266,-1.65209314649807
0.943099447205719,-1.67876935354577,-0.886008569756708,-0.687215127193266,-1.65209314649807
NA,NA,NA,NA,NA
0.471655779482175,-0.326427374300566,-2.0942020739704,-0.687215127193266,-0.619534929936775
0.820331106186194,-0.326427374300566,0.322184934456984,0.601313236294108,0.413023286624517
0.959241225963181,-0.326427374300566,1.53037843867068,-0.687215127193266,-1.65209314649807
-1.21901146344361,-0.326427374300566,0.322184934456984,0.601313236294108,0.413023286624517
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.552247729075691,1.02591460494464,1.53037843867068,1.88984159978148,1.44558150318581
-0.492878126779425,1.02591460494464,1.53037843867068,1.88984159978148,1.44558150318581
NA,NA,NA,NA,NA
0.250226726178621,1.02591460494464,0.322184934456984,0.601313236294108,0.413023286624517
0.844621779717289,-1.67876935354577,0.322184934456984,1.88984159978148,-1.65209314649807
0.168990285886957,-0.326427374300566,0.322184934456984,-0.687215127193266,1.44558150318581
-0.822669010939544,-1.67876935354577,0.322184934456984,0.601313236294108,0.413023286624517
-0.573083362292958,1.02591460494464,0.322184934456984,0.601313236294108,0.413023286624517
-1.78622479737985,1.02591460494464,1.53037843867068,1.88984159978148,1.44558150318581
0.0043748571236467,-0.326427374300566,-0.886008569756708,0.601313236294108,-0.619534929936775
-0.308217051533126,-0.326427374300566,0.322184934456984,-0.687215127193266,0.413023286624517
NA,NA,NA,NA,NA
