"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
0.0770969630685614,0.242535625036333,-0.753828555890473,0.409553928684458,-0.150595322299571,-0.137198868114007,0,0.199888981395831,-0.665912091816292
-1.2823672490855,0.242535625036333,0.848057125376782,0.409553928684458,-0.150595322299571,-1.30338924708307,-1.15470053837925,0.199888981395831,0.951302988308988
-1.38450011826257,0.242535625036333,-0.753828555890473,-1.91125166719413,-2.71071580139228,-2.46957962605213,-2.3094010767585,0.199888981395831,2.56851806843427
-0.804398249089203,0.242535625036333,-0.753828555890473,0.409553928684458,-0.150595322299571,1.02899151085505,0,-0.932815246513878,-0.665912091816292
0.216997141952649,0.242535625036333,0.848057125376782,0.409553928684458,1.12946491724678,1.02899151085505,1.15470053837925,0.199888981395831,-0.665912091816292
-0.771921640988788,-1.13183291683622,-0.753828555890473,-1.91125166719413,-0.150595322299571,-1.30338924708307,-1.15470053837925,-0.932815246513878,-0.665912091816292
0.00462662956147671,-1.13183291683622,-0.753828555890473,0.409553928684458,1.12946491724678,1.02899151085505,0,1.33259320930554,0.951302988308988
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.323484568068412,1.61690416690889,2.44994280664404,0.409553928684458,1.12946491724678,1.02899151085505,0,-0.932815246513878,-0.665912091816292
1.5533445343246,1.61690416690889,-0.753828555890473,1.56995672662375,1.12946491724678,1.02899151085505,1.15470053837925,1.33259320930554,-0.665912091816292
-0.695345172989874,0.242535625036333,-0.753828555890473,-0.750848869254839,-0.150595322299571,-0.137198868114007,0,0.199888981395831,-0.665912091816292
0.026186248558531,-1.13183291683622,0.848057125376782,1.56995672662375,1.12946491724678,1.02899151085505,1.15470053837925,1.33259320930554,0.951302988308988
0.911064616236605,0.242535625036333,-0.753828555890473,-0.750848869254839,-1.43065556184593,-0.137198868114007,-1.15470053837925,-0.932815246513878,-0.665912091816292
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.2764342350784,0.242535625036333,0.848057125376782,0.409553928684458,-0.150595322299571,-0.137198868114007,0,0.199888981395831,-0.665912091816292
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.693191061820815,-1.13183291683622,-0.753828555890473,-0.750848869254839,-0.150595322299571,-0.137198868114007,0,-2.06551947442359,0.951302988308988
-1.35319325153144,-1.13183291683622,-0.753828555890473,0.409553928684458,-0.150595322299571,-0.137198868114007,0,-0.932815246513878,0.951302988308988
1.27276186143571,-1.13183291683622,0.848057125376782,-0.750848869254839,-0.150595322299571,-0.137198868114007,1.15470053837925,0.199888981395831,-0.665912091816292
1.32291994548324,1.61690416690889,0.848057125376782,0.409553928684458,-0.150595322299571,-0.137198868114007,1.15470053837925,1.33259320930554,-0.665912091816292
