"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q23c_num"
-0.586083048867738,-0.686591199552531,-0.417707958223285
0.307491027067655,-0.686591199552531,0.809309169057614
-2.04088725929706,0.388073286703605,0.809309169057614
0.269672606894604,-1.76125568580867,-0.417707958223285
0.0335034643203165,1.46273777295974,-1.64472508550418
0.472178825301838,-1.76125568580867,0.809309169057614
-0.152022444320367,NA,0.809309169057614
0.73129177191094,NA,-0.417707958223285
1.24980925180541,0.388073286703605,-1.64472508550418
-0.161447587435425,1.46273777295974,0.809309169057614
2.02707274387905,-0.686591199552531,-0.417707958223285
-0.928396502466265,0.388073286703605,0.809309169057614
0.31965003712031,0.388073286703605,-2.87174221278508
-0.928973654085457,-0.686591199552531,0.809309169057614
-0.551224495415065,0.388073286703605,0.809309169057614
-0.0284361283211545,NA,0.809309169057614
-0.796990128765809,0.388073286703605,0.809309169057614
-1.50861664044732,-0.686591199552531,-0.417707958223285
-1.17226907241911,1.46273777295974,-0.417707958223285
-1.88054934818638,0.388073286703605,0.809309169057614
0.0204404551365286,-0.686591199552531,0.809309169057614
0.370806031430646,NA,-1.64472508550418
-1.35032120563442,-0.686591199552531,0.809309169057614
NA,NA,NA
-0.545884370112875,1.46273777295974,-0.417707958223285
0.289700283297434,0.388073286703605,0.809309169057614
-0.741287399695075,0.388073286703605,0.809309169057614
NA,NA,NA
NA,NA,NA
-1.40860834526466,0.388073286703605,0.809309169057614
NA,NA,NA
-0.501577586610813,1.46273777295974,0.809309169057614
1.71319995859731,-0.686591199552531,0.809309169057614
0.848135790042599,NA,NA
0.665943986893035,-0.686591199552531,-1.64472508550418
NA,NA,NA
0.778820856663755,-1.76125568580867,0.809309169057614
0.72491884325359,NA,NA
NA,NA,0.809309169057614
-0.740831747959105,NA,0.809309169057614
-0.0279780418049166,1.46273777295974,-0.417707958223285
NA,NA,NA
-0.184998890886349,NA,-2.87174221278508
2.14042835232007,-0.686591199552531,-0.417707958223285
-1.41028632191277,NA,0.809309169057614
0.538491370262042,-0.686591199552531,-0.417707958223285
0.906460581810564,NA,NA
0.619738074781513,-0.686591199552531,0.809309169057614
0.649258915973154,-0.686591199552531,-0.417707958223285
-0.933728149515735,1.46273777295974,-0.417707958223285
0.488572287806342,-0.686591199552531,-0.417707958223285
-0.627922073872089,1.46273777295974,0.809309169057614
1.29604188128256,NA,-0.417707958223285
0.91054194745303,NA,-0.417707958223285
0.846982704194351,-0.686591199552531,-0.417707958223285
1.36081981902208,NA,-0.417707958223285
-1.37065142522473,NA,NA
NA,NA,NA
