"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22h_num","TX_RESP_Q19_num"
-0.651299517546487,-0.156073618395212,NA,-0.479959083092388,-0.823754471047914,-0.968962790249909,2.32020114070598
0.510260374000431,-0.156073618395212,0.878849703804527,-0.479959083092388,0.823754471047914,0.521749194749951,-0.409447260124585
-2.96365879775788,-0.156073618395212,-0.164784319463349,2.137999551957,-0.823754471047914,-2.45967477524977,2.32020114070598
NA,NA,NA,NA,NA,NA,NA
0.134837502273449,-0.156073618395212,-0.164784319463349,-0.479959083092388,0.823754471047914,0.521749194749951,-0.409447260124585
0.0995589615728444,-0.156073618395212,-1.20841834273122,-0.479959083092388,-0.823754471047914,0.521749194749951,-0.409447260124585
-0.96373717654558,-1.71680980234734,-0.164784319463349,2.137999551957,-2.47126341314374,-0.968962790249909,2.32020114070598
NA,NA,NA,NA,NA,NA,NA
-1.00786873198152,-0.156073618395212,-0.164784319463349,-0.479959083092388,0.823754471047914,-0.968962790249909,-0.409447260124585
0.237412020620917,1.40466256555691,-0.164784319463349,-0.479959083092388,0.823754471047914,0.521749194749951,-0.409447260124585
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.46906736437062,1.40466256555691,-0.164784319463349,-0.479959083092388,-0.823754471047914,0.521749194749951,-0.409447260124585
0.119243530797395,-0.156073618395212,-0.164784319463349,2.137999551957,0.823754471047914,0.521749194749951,-0.409447260124585
-0.297299736489138,-0.156073618395212,-1.20841834273122,-0.479959083092388,0.823754471047914,0.521749194749951,-0.409447260124585
-0.45217277482363,-0.156073618395212,-1.20841834273122,1.2653466736072,-0.823754471047914,0.521749194749951,-0.409447260124585
-1.04016880273222,-1.71680980234734,-0.164784319463349,-0.479959083092388,-0.823754471047914,0.521749194749951,-0.409447260124585
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.581791811144141,-0.156073618395212,0.878849703804527,-0.479959083092388,0.823754471047914,-2.45967477524977,-0.409447260124585
NA,NA,NA,NA,NA,NA,NA
0.537479868156466,1.40466256555691,-1.20841834273122,-0.479959083092388,0.823754471047914,0.521749194749951,-0.409447260124585
0.843962005194197,-0.156073618395212,1.9224837270724,-0.479959083092388,-0.823754471047914,0.521749194749951,-0.409447260124585
1.35670528094476,-1.71680980234734,0.878849703804527,-0.479959083092388,0.823754471047914,0.521749194749951,-0.409447260124585
0.483563557738334,1.40466256555691,0.878849703804527,-0.479959083092388,0.823754471047914,0.521749194749951,-0.409447260124585
0.64169628188872,-0.156073618395212,-1.20841834273122,-0.479959083092388,0.823754471047914,0.521749194749951,-0.409447260124585
0.360626979174169,1.40466256555691,1.9224837270724,-0.479959083092388,-0.823754471047914,0.521749194749951,-0.409447260124585
