"PROFICIENCIA_MT_SAEB","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-1.45548313497046,-0.530548283836147,-0.968962790249909,0.596106963095032,-1.68819430161341,-1.22540315946459,2.32020114070598
0.905590697075559,0.795822425754222,0.521749194749951,-1.10705578860506,0.562731433871138,0.525172782627682,-0.409447260124585
-1.46977142144676,-1.85691899342652,-2.45967477524977,0.596106963095032,-1.68819430161341,-1.22540315946459,2.32020114070598
NA,NA,NA,NA,NA,NA,NA
-1.3212840608414,-0.530548283836147,0.521749194749951,0.596106963095032,-1.68819430161341,-2.97597910155687,-0.409447260124585
0.707037221402553,0.795822425754222,0.521749194749951,-1.10705578860506,0.562731433871138,0.525172782627682,-0.409447260124585
-0.983447472837316,-1.85691899342652,-0.968962790249909,-1.10705578860506,-1.68819430161341,-1.22540315946459,2.32020114070598
NA,NA,NA,NA,NA,NA,NA
-0.270193567956062,0.795822425754222,-0.968962790249909,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
-0.870401341078203,0.795822425754222,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.775173880402137,0.795822425754222,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
0.267481962428201,0.795822425754222,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
1.88392606625809,0.795822425754222,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
0.393252169364942,-0.530548283836147,0.521749194749951,-1.10705578860506,0.562731433871138,0.525172782627682,-0.409447260124585
0.200214138754569,0.795822425754222,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.0681619391285984,-0.530548283836147,-2.45967477524977,-1.10705578860506,0.562731433871138,0.525172782627682,-0.409447260124585
NA,NA,NA,NA,NA,NA,NA
0.0525244152943842,-1.85691899342652,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
0.306282901851732,0.795822425754222,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
1.19032323064663,0.795822425754222,0.521749194749951,-2.81021854030515,-1.68819430161341,-1.22540315946459,-0.409447260124585
-1.70515395995322,0.795822425754222,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
0.40118880353103,-0.530548283836147,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
0.924577532945002,-0.530548283836147,0.521749194749951,0.596106963095032,0.562731433871138,0.525172782627682,-0.409447260124585
