"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num"
1.21396762943884,1.03774904332554,0.526234811584218,1,1.40559022854369,-1.84519969238072,-0.267261241912425,1.73644717631942,1.11269728052837
-0.932819586224738,-0.889499179993322,-1.75411603861406,1,-0.562236091417477,0.503236279740197,-0.267261241912425,0.306431854644603,-0.83452296039628
-0.718462940277378,-0.889499179993322,-1.75411603861406,0,1.40559022854369,0.503236279740197,-0.267261241912425,-1.12358346703021,1.11269728052837
1.07411952578115,-0.889499179993322,0.526234811584218,1,-0.562236091417477,-1.84519969238072,-0.267261241912425,0.306431854644603,-0.83452296039628
-0.266636820596199,-0.889499179993322,0.526234811584218,0,-0.562236091417477,0.503236279740197,-0.267261241912425,0.306431854644603,1.11269728052837
0.236092466556488,1.03774904332554,0.526234811584218,-2,-0.562236091417477,-1.84519969238072,-0.267261241912425,-1.12358346703021,-0.83452296039628
-1.18491175594637,NA,NA,NA,-1.54614925139806,0.503236279740197,3.47439614486152,0.306431854644603,-0.83452296039628
0.012266741864369,1.03774904332554,0.526234811584218,-1,1.40559022854369,0.503236279740197,-0.267261241912425,0.306431854644603,1.11269728052837
-0.846559088759153,-0.889499179993322,0.526234811584218,0,-0.562236091417477,0.503236279740197,-0.267261241912425,-1.12358346703021,-0.83452296039628
-0.172146999447472,-0.889499179993322,0.526234811584218,-1,1.40559022854369,0.503236279740197,-0.267261241912425,-1.12358346703021,-0.83452296039628
0.550858422462412,1.03774904332554,0.526234811584218,1,-0.562236091417477,0.503236279740197,-0.267261241912425,0.306431854644603,-0.83452296039628
1.39723271152381,1.03774904332554,0.526234811584218,0,0.421677068563107,0.503236279740197,-0.267261241912425,1.73644717631942,1.11269728052837
-1.66260135325351,-0.889499179993322,-1.75411603861406,-1,-0.562236091417477,0.503236279740197,-0.267261241912425,-1.12358346703021,-0.83452296039628
1.29960104687774,1.03774904332554,0.526234811584218,1,-0.562236091417477,0.503236279740197,-0.267261241912425,0.306431854644603,1.11269728052837
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
