"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.178482672674604,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,0.815572419249648,0.248993381013931,1,-0.267261241912425,-0.368438063091806,-1.84519969238072,-0.755928946018455,-0.306431854644603,0.215472901842834,1.73644717631942,0.963624111659432,1.11269728052837
0.644443761859484,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,0.815572419249648,-0.829977936713103,1,-0.267261241912425,0.58950090094689,0.503236279740197,0.566946709513841,-0.306431854644603,0.215472901842834,0.306431854644603,-0.963624111659432,-0.83452296039628
-0.225670305501714,-2.36038737740833,NA,NA,NA,NA,0.248993381013931,0,0.979957887012223,0.58950090094689,0.503236279740197,0.566946709513841,1.12358346703021,-1.292837411057,-1.12358346703021,0.963624111659432,1.11269728052837
-0.828179797889527,0.393397896234721,0.277350098112615,-2.9529273983253,-2.25320284859643,-0.699062073642556,0.248993381013931,1,-0.267261241912425,0.58950090094689,-1.84519969238072,-0.755928946018455,-0.306431854644603,-1.292837411057,0.306431854644603,-0.963624111659432,-0.83452296039628
0.115547493682259,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,0.815572419249648,0.248993381013931,0,0.979957887012223,0.58950090094689,0.503236279740197,0.566946709513841,1.12358346703021,1.72378321474267,0.306431854644603,0.963624111659432,1.11269728052837
-1.41173346868954,0.393397896234721,-3.32820117735137,-1.28388147753274,-2.25320284859643,-2.21369656653476,-0.829977936713103,-2,-1.51448037083707,-1.3263770271305,-1.84519969238072,-2.07880460155075,-0.306431854644603,0.215472901842834,-1.12358346703021,-0.963624111659432,-0.83452296039628
-0.5101337408702,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,-0.699062073642556,NA,NA,0.979957887012223,0.58950090094689,0.503236279740197,0.566946709513841,1.12358346703021,0.215472901842834,0.306431854644603,0.963624111659432,-0.83452296039628
-0.260849978731579,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,-0.699062073642556,1.32796469874096,-1,-1.51448037083707,0.58950090094689,0.503236279740197,0.566946709513841,-0.306431854644603,0.215472901842834,0.306431854644603,0.963624111659432,1.11269728052837
0.404541244013358,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,-0.699062073642556,-0.829977936713103,0,-0.267261241912425,0.58950090094689,0.503236279740197,0.566946709513841,1.12358346703021,-1.292837411057,-1.12358346703021,-0.963624111659432,-0.83452296039628
-1.30687975971343,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,0.815572419249648,2.406936016468,-1,-0.267261241912425,-2.2843159911692,0.503236279740197,0.566946709513841,-1.73644717631942,-1.292837411057,-1.12358346703021,-0.963624111659432,-0.83452296039628
1.16869809779148,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,-0.699062073642556,0.248993381013931,1,0.979957887012223,0.58950090094689,0.503236279740197,0.566946709513841,-0.306431854644603,0.215472901842834,0.306431854644603,-0.963624111659432,-0.83452296039628
1.63825731176337,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,0.815572419249648,-0.829977936713103,0,0.979957887012223,NA,0.503236279740197,0.566946709513841,-0.306431854644603,1.72378321474267,1.73644717631942,0.963624111659432,1.11269728052837
-0.905109812966559,0.393397896234721,0.277350098112615,0.385164443259822,0.409673245199351,0.815572419249648,-0.829977936713103,-1,-1.51448037083707,-1.3263770271305,0.503236279740197,-2.07880460155075,-1.73644717631942,0.215472901842834,-1.12358346703021,-0.963624111659432,-0.83452296039628
1.6555516279272,-2.36038737740833,0.277350098112615,0.385164443259822,0.409673245199351,0.815572419249648,-0.829977936713103,1,0.979957887012223,0.58950090094689,0.503236279740197,0.566946709513841,1.12358346703021,0.215472901842834,0.306431854644603,0.963624111659432,1.11269728052837
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
