"PROFICIENCIA_LP_SAEB","TX_RESP_Q23g_num"
0.0208342793871054,0.365932276268452
1.96790418713922,-1.03680811609395
NA,NA
NA,NA
1.32623266732319,0.365932276268452
-0.28272236940428,0.365932276268452
0.00111684735804474,0.365932276268452
-0.684441773577356,-1.03680811609395
-0.132080611205502,1.76867266863085
-0.158955428233177,0.365932276268452
0.108748220157692,-1.03680811609395
0.291650944329858,0.365932276268452
1.15216075414915,0.365932276268452
0.0932339912458885,-1.03680811609395
-0.0345239506606645,1.76867266863085
-0.0472911031566714,0.365932276268452
-1.03122225555003,-1.03680811609395
-0.924621336224908,1.76867266863085
-1.7425832654342,0.365932276268452
0.120699658487617,0.365932276268452
0.435634653881342,0.365932276268452
-0.79245052574593,0.365932276268452
-0.773125717708596,0.365932276268452
NA,NA
2.01256890239916,-1.03680811609395
NA,NA
0.448333217106237,0.365932276268452
-1.61214432251929,0.365932276268452
1.2729582688161,-1.03680811609395
0.42806942333117,0.365932276268452
NA,NA
NA,NA
-0.135587520212431,1.76867266863085
NA,NA
1.17845742865894,0.365932276268452
-0.0248723516431791,0.365932276268452
-0.359939013060056,-1.03680811609395
0.313048121612056,-1.03680811609395
0.326173580401265,0.365932276268452
NA,NA
-0.614659501183154,0.365932276268452
NA,NA
0.597517557077267,-1.03680811609395
1.85728177783305,-1.03680811609395
-0.413872874115284,-1.03680811609395
NA,NA
-1.76821032968929,0.365932276268452
NA,NA
0.908304008591306,0.365932276268452
-1.19067572860824,0.365932276268452
-1.26282386959638,1.76867266863085
-0.472690987775297,1.76867266863085
0.47277350707995,-1.03680811609395
-0.619661928443344,-1.03680811609395
0.525397368408083,-1.03680811609395
1.58852096904904,-2.43954850845635
-2.36846357007546,-1.03680811609395
