"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.735313083448403,-0.856348838577675,-1.20325363687036,0,1.26131244777378,-0.39336862882433,-0.338501600193165,0.776954655424218,-0.17778975055469,-0.866025403784439,0.621260744197395,0.428174419288838,-0.0836507948003959,-0.554188873151841,0.741619848709566,0,-0.33166247903554,1.16189500386223,0.109369659814952,-0.809173593712687,1.04446593573419,1.35400640077266
0.0917936542953747,-0.856348838577675,-1.20325363687036,-1.58113883008419,0.270281238808668,-0.39336862882433,-0.338501600193165,-0.258984885141406,0.88894875277345,-0.866025403784439,-1.24252148839479,-0.856348838577675,-0.0836507948003959,0.665026647782209,-0.741619848709566,-1.04880884817015,-1.6583123951777,0.193649167310371,-1.09369659814952,-0.809173593712687,-0.870388279778489,-0.67700320038633
-0.42788882579135,0.428174419288838,1.01813769273646,0,1.26131244777378,-0.39336862882433,0.67700320038633,-1.29492442570703,-0.17778975055469,0.288675134594813,-1.24252148839479,0.428174419288838,0.920158742804353,0.665026647782209,0.741619848709566,0,-0.33166247903554,0.193649167310371,-1.09369659814952,-0.809173593712687,-0.870388279778489,-0.67700320038633
1.51126932791932,-0.856348838577675,-1.20325363687036,0,-0.720749970156447,-0.39336862882433,-2.36951120135216,-2.33086396627266,-0.17778975055469,-0.866025403784439,-0.310630372098698,-0.856348838577675,-1.08746033240514,-0.554188873151841,-2.2248595461287,-2.0976176963403,-0.33166247903554,-1.74284250579334,-1.09369659814952,1.13284303119776,-0.870388279778489,-0.67700320038633
-0.821425213166638,0.428174419288838,1.01813769273646,0,0.270281238808668,2.85192255897639,0.67700320038633,0.776954655424218,0.88894875277345,0.288675134594813,0.621260744197395,-0.856348838577675,0.920158742804353,0.665026647782209,0.741619848709566,1.04880884817015,0.99498743710662,1.16189500386223,1.31243591777942,1.13284303119776,1.04446593573419,1.35400640077266
-1.27443102775001,1.71269767715535,1.01813769273646,0,-0.720749970156447,0.688395100442577,0.67700320038633,0.776954655424218,0.88894875277345,1.44337567297406,0.621260744197395,0.428174419288838,-0.0836507948003959,NA,0.741619848709566,1.04880884817015,0.99498743710662,NA,NA,1.13284303119776,NA,1.35400640077266
