"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22c_num","TX_RESP_Q22g_num","TX_RESP_Q20_num"
-0.495841769738539,-0.942809041582063,-0.942809041582063,-1.76383420737639,-0.333333333333333,0.50395263067897,-0.126131244777378,0.50395263067897,-1.05409255338946,1.76383420737639
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.09789962412982,0.471404520791032,0.471404520791032,0.50395263067897,-1.83333333333333,0.50395263067897,0.882918713441648,-0.629940788348712,0.843274042711568,-0.50395263067897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.36444118692464,0.471404520791032,0.471404520791032,0.50395263067897,1.16666666666667,-1.76383420737639,-0.126131244777378,0.50395263067897,0.843274042711568,-0.50395263067897
0.466955303576917,0.471404520791032,0.471404520791032,0.50395263067897,1.16666666666667,-0.629940788348712,-1.1351812029964,0.50395263067897,0.843274042711568,-0.50395263067897
0.919175304162899,0.471404520791032,0.471404520791032,0.50395263067897,-0.333333333333333,-0.629940788348712,NA,0.50395263067897,0.843274042711568,-0.50395263067897
-0.721406379034634,-2.35702260395516,-2.35702260395516,-1.76383420737639,-0.333333333333333,0.50395263067897,1.89196867166067,-1.76383420737639,-1.05409255338946,1.76383420737639
-1.2545995027457,0.471404520791032,0.471404520791032,0.50395263067897,-0.333333333333333,1.63784604970665,-0.126131244777378,-0.629940788348712,-1.05409255338946,-0.50395263067897
1.35233278708707,0.471404520791032,0.471404520791032,0.50395263067897,1.16666666666667,-0.629940788348712,-1.1351812029964,1.63784604970665,0.843274042711568,-0.50395263067897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.19572506774645,0.471404520791032,0.471404520791032,0.50395263067897,-0.333333333333333,0.50395263067897,-0.126131244777378,-0.629940788348712,-1.05409255338946,-0.50395263067897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
