"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q19_num"
-0.844378148811926,-0.461235518219041,1.10061478999329,-0.757676760943659,1.60727512683216,1.72692155714037,2.66799672446184
-0.618223583700339,0.880540534781806,1.10061478999329,0,-1.60727512683216,0.481931597341499,-0.615691551798887
-0.793732990954216,-0.461235518219041,-1.50824989739821,-0.757676760943659,0,0.481931597341499,1.02615258633148
0.583556690542953,-0.461235518219041,-0.203817553702461,-0.757676760943659,0,0.481931597341499,1.02615258633148
-0.544362954860725,0.880540534781806,-0.203817553702461,0,0,0.481931597341499,-0.615691551798887
0.406694562482381,-1.80301157121989,-0.203817553702461,-0.757676760943659,1.60727512683216,0.481931597341499,-0.615691551798887
1.79981201581747,-1.80301157121989,1.10061478999329,-0.757676760943659,0,0.481931597341499,-0.615691551798887
NA,NA,NA,NA,NA,NA,NA
-0.398527256709536,-0.461235518219041,-0.203817553702461,0,0,-0.763058362457374,1.02615258633148
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.402341435239831,-0.461235518219041,-1.50824989739821,-0.757676760943659,0,-2.00804832225625,-0.615691551798887
1.81155668043644,0.880540534781806,-0.203817553702461,-0.757676760943659,1.60727512683216,0.481931597341499,-0.615691551798887
-0.986673526688865,0.880540534781806,-0.203817553702461,-0.757676760943659,0,0.481931597341499,1.02615258633148
-0.360149594576408,0.880540534781806,-0.203817553702461,-0.757676760943659,0,NA,1.02615258633148
0.362127561220934,-1.80301157121989,1.10061478999329,-0.757676760943659,-1.60727512683216,-2.00804832225625,-0.615691551798887
0.385744702856844,-0.461235518219041,-0.203817553702461,0,1.60727512683216,0.481931597341499,-0.615691551798887
1.08073991031924,-1.80301157121989,-0.203817553702461,1.51535352188732,0,0.481931597341499,1.02615258633148
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.961424304771178,-0.461235518219041,1.10061478999329,1.51535352188732,-1.60727512683216,-0.763058362457374,-0.615691551798887
0.123355263530308,0.880540534781806,1.10061478999329,1.51535352188732,-1.60727512683216,0.481931597341499,-0.615691551798887
0.821343074754865,0.880540534781806,1.10061478999329,1.51535352188732,1.60727512683216,1.72692155714037,-0.615691551798887
0.543313454417064,0.880540534781806,-0.203817553702461,1.51535352188732,0,-0.763058362457374,-0.615691551798887
NA,NA,NA,NA,NA,NA,NA
-1.45272738956429,0.880540534781806,-1.50824989739821,0,-1.60727512683216,-0.763058362457374,-0.615691551798887
-2.25736826220849,-0.461235518219041,-0.203817553702461,-0.757676760943659,-1.60727512683216,-0.763058362457374,1.02615258633148
0.629808386309246,-0.461235518219041,-0.203817553702461,-0.757676760943659,0,0.481931597341499,-0.615691551798887
0.602458374308842,0.880540534781806,1.10061478999329,1.51535352188732,0,0.481931597341499,-0.615691551798887
-1.13737408423753,0.880540534781806,-0.203817553702461,-0.757676760943659,0,-0.763058362457374,-0.615691551798887
1.28787662017311,0.880540534781806,2.40504713368904,1.51535352188732,0,1.72692155714037,-0.615691551798887
1.17789232934679,-0.461235518219041,-0.203817553702461,1.51535352188732,1.60727512683216,0.481931597341499,-0.615691551798887
0.179359870815251,0.880540534781806,-0.203817553702461,-0.757676760943659,0,-0.763058362457374,-0.615691551798887
-1.24128188145418,0.880540534781806,-0.203817553702461,-0.757676760943659,0,-0.763058362457374,-0.615691551798887
-1.18660178359627,0.880540534781806,1.10061478999329,-0.757676760943659,0,-2.00804832225625,-0.615691551798887
NA,NA,NA,NA,NA,NA,NA
0.752242745030842,-1.80301157121989,-1.50824989739821,1.51535352188732,0,-0.763058362457374,-0.615691551798887
NA,NA,NA,NA,NA,NA,NA
-1.13859735935586,0.880540534781806,-1.50824989739821,-0.757676760943659,0,0.481931597341499,2.66799672446184
-0.146966295175309,-0.461235518219041,-1.50824989739821,-0.757676760943659,0,0.481931597341499,1.02615258633148
NA,NA,NA,NA,NA,NA,NA
