"PROFICIENCIA_MT_SAEB","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22h_num"
-1.43976636779047,-0.145052966690193,1.33689917442238,-0.796836423143224,-0.59995244322903,-0.952454786305565
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.794371487989029,1.03609261921567,1.33689917442238,1.63794153646107,-0.59995244322903,-0.952454786305565
-0.41834794109901,1.03609261921567,1.33689917442238,1.63794153646107,1.67572923798453,0.259760396265154
0.289017240762872,1.03609261921567,-0.568182149129511,-0.796836423143224,-0.59995244322903,0.259760396265154
-0.751423696090168,1.03609261921567,1.33689917442238,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.12945931318807,-2.50734413850191,-0.568182149129511,1.63794153646107,1.67572923798453,0.259760396265154
-0.526031928107024,-1.32619855259605,-1.52072281090546,-0.796836423143224,-0.59995244322903,-0.952454786305565
0.623421737382558,-0.145052966690193,-0.568182149129511,-0.796836423143224,-0.59995244322903,0.259760396265154
-0.0741094950030316,1.03609261921567,-0.568182149129511,-0.796836423143224,-1.73779328383581,-0.952454786305565
0.113189779405149,-0.145052966690193,-1.52072281090546,-0.796836423143224,0.537888397377751,-0.952454786305565
-0.620253742924845,-0.145052966690193,-0.568182149129511,1.63794153646107,-0.59995244322903,-2.16466996887628
NA,NA,NA,NA,NA,NA
1.31348901989689,-0.145052966690193,-1.52072281090546,-0.796836423143224,-0.59995244322903,-2.16466996887628
-0.769307309114049,-0.145052966690193,-0.568182149129511,1.63794153646107,-0.59995244322903,1.47197557883587
NA,NA,NA,NA,NA,NA
-1.39187517186995,-0.145052966690193,1.33689917442238,0.420552556658923,-0.59995244322903,1.47197557883587
-1.21931395271347,1.03609261921567,1.33689917442238,1.63794153646107,0.537888397377751,1.47197557883587
-0.855398098459642,1.03609261921567,1.33689917442238,NA,NA,1.47197557883587
-0.602549106728627,1.03609261921567,0.384358512646434,-0.796836423143224,0.537888397377751,-0.952454786305565
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.361681713631338,-0.145052966690193,1.33689917442238,1.63794153646107,1.67572923798453,1.47197557883587
0.806012160079557,1.03609261921567,0.384358512646434,-0.796836423143224,0.537888397377751,1.47197557883587
NA,NA,NA,NA,NA,NA
-0.31494840900088,-0.145052966690193,0.384358512646434,0.420552556658923,0.537888397377751,0.259760396265154
-0.932045446457397,1.03609261921567,0.384358512646434,0.420552556658923,0.537888397377751,0.259760396265154
0.0991445619380649,-1.32619855259605,-0.568182149129511,-0.796836423143224,-0.59995244322903,1.47197557883587
0.560323381589393,-0.145052966690193,0.384358512646434,1.63794153646107,0.537888397377751,0.259760396265154
0.179063561710466,-0.145052966690193,0.384358512646434,-0.796836423143224,-0.59995244322903,0.259760396265154
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.06708707527003,-1.32619855259605,-0.568182149129511,-2.01422540294537,-1.73779328383581,0.259760396265154
0.391832393384394,-1.32619855259605,-1.52072281090546,-2.01422540294537,-1.73779328383581,-2.16466996887628
0.877111371968799,-2.50734413850191,-1.52072281090546,-0.796836423143224,-0.59995244322903,-0.952454786305565
0.485045456182485,-1.32619855259605,-1.52072281090546,-0.796836423143224,-0.59995244322903,0.259760396265154
NA,NA,NA,NA,NA,NA
0.242410030134879,1.03609261921567,-0.568182149129511,-0.796836423143224,-0.59995244322903,0.259760396265154
4.39176239679679,-1.32619855259605,-0.568182149129511,-0.796836423143224,-0.59995244322903,-0.952454786305565
0.492851058214335,-0.145052966690193,-0.568182149129511,0.420552556658923,-0.59995244322903,-0.952454786305565
-1.01835722779269,1.03609261921567,-1.52072281090546,-2.01422540294537,1.67572923798453,1.47197557883587
NA,NA,NA,NA,NA,NA
-0.321160903794568,-0.145052966690193,0.384358512646434,-0.796836423143224,0.537888397377751,0.259760396265154
0.683210477354548,-1.32619855259605,-1.52072281090546,-0.796836423143224,-0.59995244322903,0.259760396265154
-0.788224077883416,1.03609261921567,1.33689917442238,0.420552556658923,-0.59995244322903,-0.952454786305565
-0.09890113326283,1.03609261921567,0.384358512646434,-0.796836423143224,-0.59995244322903,0.259760396265154
0.448223387579271,-1.32619855259605,-1.52072281090546,-0.796836423143224,-0.59995244322903,-0.952454786305565
0.607655960216951,1.03609261921567,0.384358512646434,0.420552556658923,1.67572923798453,0.259760396265154
-0.770730948729812,-1.32619855259605,0.384358512646434,0.420552556658923,0.537888397377751,0.259760396265154
NA,NA,NA,NA,NA,NA
-1.68145810224824,1.03609261921567,1.33689917442238,1.63794153646107,1.67572923798453,0.259760396265154
-0.625038522729085,1.03609261921567,-0.568182149129511,-0.796836423143224,-0.59995244322903,0.259760396265154
0.627070312706708,-0.145052966690193,-0.568182149129511,0.420552556658923,1.67572923798453,0.259760396265154
0.608830128743572,-0.145052966690193,1.33689917442238,0.420552556658923,-0.59995244322903,0.259760396265154
-0.916373208821131,-0.145052966690193,0.384358512646434,0.420552556658923,1.67572923798453,1.47197557883587
NA,NA,NA,NA,NA,NA
2.12250197814314,-1.32619855259605,0.384358512646434,0.420552556658923,-0.59995244322903,-0.952454786305565
0.601523468890007,1.03609261921567,-0.568182149129511,0.420552556658923,-0.59995244322903,0.259760396265154
-0.267168412562338,-1.32619855259605,-0.568182149129511,0.420552556658923,1.67572923798453,1.47197557883587
1.10000702208627,-0.145052966690193,-0.568182149129511,-0.796836423143224,0.537888397377751,-0.952454786305565
-1.07846867428927,1.03609261921567,0.384358512646434,0.420552556658923,1.67572923798453,1.47197557883587
-0.668950310311671,1.03609261921567,0.384358512646434,0.420552556658923,0.537888397377751,0.259760396265154
-0.784918513177748,1.03609261921567,1.33689917442238,0.420552556658923,0.537888397377751,0.259760396265154
1.31656408340759,-0.145052966690193,1.33689917442238,0.420552556658923,-0.59995244322903,-0.952454786305565
0.764666984624123,1.03609261921567,0.384358512646434,0.420552556658923,0.537888397377751,-0.952454786305565
-0.160494511773772,-0.145052966690193,1.33689917442238,0.420552556658923,-1.73779328383581,0.259760396265154
NA,NA,NA,NA,NA,NA
-0.220064952413673,-0.145052966690193,-1.52072281090546,0.420552556658923,-0.59995244322903,0.259760396265154
0.405278312596202,-0.145052966690193,0.384358512646434,0.420552556658923,-0.59995244322903,-0.952454786305565
0.383899338892184,-0.145052966690193,-0.568182149129511,-0.796836423143224,-0.59995244322903,-0.952454786305565
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
