"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
1.91349733124245,NA,-0.941647230861517,-1.58113883008419,-1.17896623783779,2.02547873416733,-1.31202737740601,NA
0.845361542560826,-0.171184197004365,1.25552964114869,1.58113883008419,1.57195498378372,0.506369683541834,0.807401463019084,-0.409673245199351
0.876638304146744,NA,-0.941647230861517,0,1.57195498378372,0.506369683541834,-1.31202737740601,NA
1.49677104114411,-0.171184197004365,-0.941647230861517,0,0.196494372972965,0.506369683541834,-0.252312957193464,-0.409673245199351
NA,NA,NA,NA,NA,NA,NA,NA
-0.432202084181498,NA,-0.941647230861517,0,0.196494372972965,-1.01273936708367,-1.31202737740601,NA
1.37824226020526,-0.171184197004365,-0.941647230861517,0,-1.17896623783779,0.506369683541834,-0.252312957193464,-0.409673245199351
0.0328159161113311,-0.171184197004365,-0.941647230861517,-1.58113883008419,-2.55442684864854,-1.01273936708367,-1.31202737740601,-0.409673245199351
-0.240108263766292,0.941513083524009,0.156941205143586,0,0.196494372972965,0.506369683541834,-0.252312957193464,-0.409673245199351
-0.533285737733167,0.941513083524009,1.25552964114869,1.58113883008419,0.196494372972965,0.506369683541834,0.807401463019084,-0.409673245199351
-2.20501610109361,-0.171184197004365,1.25552964114869,1.58113883008419,1.57195498378372,-1.01273936708367,1.86711588323163,2.25320284859643
0.632161232662612,-1.28388147753274,1.25552964114869,-1.58113883008419,-1.17896623783779,-1.01273936708367,-0.252312957193464,-0.409673245199351
-0.310810169608529,NA,1.25552964114869,0,0.196494372972965,-1.01273936708367,0.807401463019084,NA
-1.15751837502559,2.05421036405238,1.25552964114869,1.58113883008419,0.196494372972965,0.506369683541834,1.86711588323163,-0.409673245199351
-0.0555522248626506,-1.28388147753274,1.25552964114869,-1.58113883008419,0.196494372972965,-1.01273936708367,-1.31202737740601,-0.409673245199351
-0.852501289001914,NA,-0.941647230861517,0,0.196494372972965,0.506369683541834,0.807401463019084,NA
-1.0836534226271,-1.28388147753274,0.156941205143586,0,0.196494372972965,-1.01273936708367,0.807401463019084,-0.409673245199351
-0.264604851076802,0.941513083524009,0.156941205143586,0,0.196494372972965,-1.01273936708367,-0.252312957193464,2.25320284859643
0.49662105212752,NA,-0.941647230861517,0,0.196494372972965,0.506369683541834,0.807401463019084,NA
-1.06218127797534,NA,-0.941647230861517,0,0.196494372972965,-1.01273936708367,-0.252312957193464,NA
0.27707311986726,-0.171184197004365,0.156941205143586,0,-1.17896623783779,2.02547873416733,-0.252312957193464,-0.409673245199351
0.248251996884386,NA,-0.941647230861517,0,0.196494372972965,0.506369683541834,-0.252312957193464,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
