"PROFICIENCIA_MT_SAEB","TX_RESP_Q22f_num"
0.131916657381212,0
0.515236050837146,-2.3094010767585
1.64474687747264,-1.15470053837925
0.505485049370675,-1.15470053837925
1.32984447745284,-1.15470053837925
-0.73308095628112,1.15470053837925
-0.419558887179768,1.15470053837925
-0.342854562055712,1.15470053837925
2.89503392724464,-1.15470053837925
-1.09335361839951,1.15470053837925
0.364721598578433,0
-0.967377315336054,NA
0.116260850475098,0
NA,NA
1.37387933071511,0
-1.46001103547006,1.15470053837925
-0.938408580900257,0
0.349482273071956,1.15470053837925
0.256468984849274,0
0.0317213241295094,0
0.667696724508578,1.15470053837925
-0.882118538907768,0
2.18427662556887,-1.15470053837925
1.96757041969573,-1.15470053837925
0.779252140294835,0
-0.87492859289116,1.15470053837925
NA,NA
0.420382281963781,1.15470053837925
-1.24645422475429,NA
NA,NA
NA,NA
NA,NA
-1.2220813575958,1.15470053837925
-0.518367265930612,0
0.789112880328437,0
-0.964436799581092,0
0.27362413425634,-1.15470053837925
1.25522253567131,1.15470053837925
-0.311657962020893,-1.15470053837925
-1.11615442558446,NA
-1.32789060274112,0
-0.255177539345439,1.15470053837925
-0.844666769579506,-1.15470053837925
NA,NA
NA,NA
1.34030283020932,0
-0.321668111149128,0
-1.75403640050439,0
-0.912787594259337,0
-0.0771342011884566,-1.15470053837925
NA,NA
NA,NA
0.612016217687305,0
0.769528886907528,1.15470053837925
-0.925309855294561,0
-1.63216279169656,1.15470053837925
0.181599817854323,0
0.12302639044883,1.15470053837925
-0.176360362399767,1.15470053837925
-0.514720723602122,1.15470053837925
0.671894609105689,0
0.780103601813552,-1.15470053837925
0.150227385362188,1.15470053837925
-0.53896005460811,-1.15470053837925
-0.74017043674597,-1.15470053837925
0.464399961223088,-1.15470053837925
NA,NA
2.03206980069327,-2.3094010767585
NA,NA
1.27164123733707,0
0.406581480278348,-1.15470053837925
-0.831049748650281,1.15470053837925
-1.45711151495908,-1.15470053837925
0.832833042459311,0
NA,NA
-0.612964512919526,-1.15470053837925
0.0509046854372611,1.15470053837925
-0.862461851669917,1.15470053837925
-0.182151478778484,1.15470053837925
-0.481436417703191,-1.15470053837925
