"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num"
-0.764848511071759,-0.0279982828246452
1.04732922179547,-1.23192444428439
1.77222626728201,NA
-0.843017910815705,1.1759278786351
1.67771835449761,-1.23192444428439
1.19632725681958,1.1759278786351
0.0612919266024548,1.1759278786351
-0.789718003231464,-0.0279982828246452
-0.93389321675286,-0.0279982828246452
-0.868072377555525,-1.23192444428439
NA,NA
NA,NA
NA,NA
1.31172727762723,1.1759278786351
1.23732316439704,-1.23192444428439
NA,NA
0.573038701119218,-1.23192444428439
1.93791532700955,-1.23192444428439
0.874242251128805,-1.23192444428439
-0.241841718804941,-0.0279982828246452
0.0184734138445618,-0.0279982828246452
0.640885524371068,-1.23192444428439
-0.875820848986063,-0.0279982828246452
1.43781595690032,-1.23192444428439
1.49528209038801,-1.23192444428439
0.880269806815947,-0.0279982828246452
1.65623743211438,-1.23192444428439
0.933042898077273,-0.0279982828246452
NA,NA
NA,NA
-0.790853005005046,1.1759278786351
-1.16084567108617,NA
-0.933696623033959,NA
-0.853016065484121,1.1759278786351
-0.265924818510918,NA
NA,NA
NA,NA
0.274003500375999,NA
-0.306185696907772,-1.23192444428439
-0.881905533570416,1.1759278786351
-0.849337948878454,-0.0279982828246452
NA,NA
NA,NA
-1.0969016479982,1.1759278786351
-1.07611801456716,1.1759278786351
0.462901165807234,1.1759278786351
1.80647215834911,1.1759278786351
-1.28448225504403,1.1759278786351
-0.350692184008023,-1.23192444428439
-0.357344395846351,NA
-0.85774688309514,-0.0279982828246452
-0.959057107303495,1.1759278786351
-0.552047851374806,-0.0279982828246452
-1.03126868377115,1.1759278786351
0.0252011588740661,-1.23192444428439
NA,NA
-0.239011939955702,NA
-0.668538348572456,NA
NA,NA
-0.941197172628715,-0.0279982828246452
-1.11965510338326,-0.0279982828246452
-0.514330105388161,1.1759278786351
-0.282282702642054,-0.0279982828246452
1.36992749107693,NA
