"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q23f_num"
-0.40391581309401,-1.05745229180288,-3.67348499984193,-0.908587553557991,0.51946248164932,1.14203208717426,0.625679274192441
0.0144174500513309,0.616847170218349,0.314870142843594,0.812946758446624,1.68825306536029,-1.3958169954352,0.625679274192441
-0.743139910526066,0.616847170218349,0.314870142843594,NA,NA,1.14203208717426,-0.563111346773197
1.86681822445797,0.616847170218349,0.314870142843594,0.812946758446624,1.68825306536029,-1.3958169954352,-0.563111346773197
-1.14115107328412,NA,NA,NA,NA,-0.126892454130473,NA
0.784772516984741,0.616847170218349,0.314870142843594,0.812946758446624,0.51946248164932,-0.126892454130473,-1.75190196773884
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.012572543628082,0.616847170218349,0.314870142843594,-0.0478203975556836,-0.649328102061649,-0.126892454130473,-1.75190196773884
-0.535610433694088,0.616847170218349,0.314870142843594,-0.908587553557991,0.51946248164932,1.14203208717426,0.625679274192441
0.0119901847145675,0.616847170218349,0.314870142843594,-1.7693547095603,-0.649328102061649,1.14203208717426,0.625679274192441
-0.660276646521683,0.616847170218349,0.314870142843594,0.812946758446624,-1.81811868577262,-1.3958169954352,0.625679274192441
0.0663808065047111,-1.05745229180288,0.314870142843594,-0.908587553557991,0.51946248164932,-1.3958169954352,0.625679274192441
-0.70367882671679,-1.05745229180288,0.314870142843594,0.812946758446624,0.51946248164932,1.14203208717426,0.625679274192441
0.311837216542516,-1.05745229180288,0.314870142843594,0.812946758446624,-0.649328102061649,-0.126892454130473,-0.563111346773197
1.75843272723455,0.616847170218349,0.314870142843594,0.812946758446624,-0.649328102061649,-0.126892454130473,0.625679274192441
1.16677807829615,0.616847170218349,0.314870142843594,0.812946758446624,0.51946248164932,-0.126892454130473,0.625679274192441
-1.2793576988528,0.616847170218349,0.314870142843594,-0.908587553557991,-0.649328102061649,1.14203208717426,1.81446989515808
0.686139460204781,0.616847170218349,0.314870142843594,0.812946758446624,0.51946248164932,-0.126892454130473,-0.563111346773197
-2.01287816623828,-2.73175175382412,-1.67930742849917,-0.908587553557991,-0.649328102061649,-0.126892454130473,-0.563111346773197
0.964015040322586,0.616847170218349,0.314870142843594,0.812946758446624,0.51946248164932,-1.3958169954352,-1.75190196773884
-0.139000592757977,-1.05745229180288,0.314870142843594,-1.7693547095603,-1.81811868577262,1.14203208717426,0.625679274192441
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
