"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q21c_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.18452025587507,0.560112033611204,0.557048499058233,0.86404094823367,-0.240291627455402
1.31501269845188,-1.12022406722241,0.557048499058233,0.86404094823367,-0.240291627455402
-0.670658875505728,-1.12022406722241,0.557048499058233,0.86404094823367,-0.240291627455402
NA,NA,NA,NA,NA
0.182494673408394,0.560112033611204,0.557048499058233,-0.027872288652699,-0.240291627455402
1.42019015186655,0.560112033611204,-2.50671824576205,-0.027872288652699,-0.240291627455402
NA,NA,NA,NA,NA
-0.868672561958847,-1.12022406722241,0.557048499058233,0.86404094823367,-0.240291627455402
0.649951490718471,-1.12022406722241,0.557048499058233,0.86404094823367,-0.240291627455402
NA,NA,NA,NA,NA
0.0490308581554647,-1.12022406722241,0.557048499058233,-0.027872288652699,-0.240291627455402
0.939823355561324,0.560112033611204,0.557048499058233,0.86404094823367,-0.240291627455402
-0.517631470846171,0.560112033611204,0.557048499058233,0.86404094823367,-0.240291627455402
0.11202464362496,0.560112033611204,0.557048499058233,-1.81169876242544,-0.240291627455402
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.726485140731606,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.00291107719138801,0.560112033611204,0.557048499058233,0.86404094823367,-0.240291627455402
1.69244119851872,0.560112033611204,0.557048499058233,-0.027872288652699,-0.240291627455402
0.636333214423088,0.560112033611204,0.557048499058233,0.86404094823367,-0.240291627455402
1.55976142945658,2.24044813444482,0.557048499058233,0.86404094823367,-0.240291627455402
1.17594905255119,0.560112033611204,0.557048499058233,-1.81169876242544,-0.240291627455402
-1.72301679023237,0.560112033611204,-0.974834873351908,-1.81169876242544,-0.240291627455402
-0.14031060267749,-1.12022406722241,-0.974834873351908,-0.027872288652699,-0.240291627455402
-0.504445077349579,2.24044813444482,0.557048499058233,-0.919785525539068,-0.240291627455402
-1.49758583326095,-1.12022406722241,-0.974834873351908,-0.919785525539068,-0.240291627455402
-0.252678565890503,0.560112033611204,0.557048499058233,-0.919785525539068,-0.240291627455402
-0.52934677619014,-1.12022406722241,0.557048499058233,NA,NA
0.124045607392339,0.560112033611204,0.557048499058233,0.86404094823367,-0.240291627455402
1.68504070309534,0.560112033611204,0.557048499058233,0.86404094823367,-0.240291627455402
-0.377649565795751,-1.12022406722241,-0.974834873351908,0.86404094823367,-0.240291627455402
-0.0792330549142535,-1.12022406722241,-2.50671824576205,-0.027872288652699,-0.240291627455402
-0.986297559992864,-1.12022406722241,-0.974834873351908,0.86404094823367,-0.240291627455402
-0.649943123124731,-1.12022406722241,-2.50671824576205,-1.81169876242544,-0.240291627455402
-1.50814105837362,0.560112033611204,0.557048499058233,-0.919785525539068,-0.240291627455402
0.528334578458357,0.560112033611204,0.557048499058233,-0.027872288652699,-0.240291627455402
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.46688894010857,0.560112033611204,0.557048499058233,-1.81169876242544,2.32281906540222
-0.980402674815352,-1.12022406722241,0.557048499058233,0.86404094823367,4.88592975825983
-1.2314475984438,0.560112033611204,-0.974834873351908,-0.027872288652699,-0.240291627455402
