"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num"
-0.213025403398371,-1.05667242668452,1.95925560538016,0.511478158987012,-0.146375591966564
NA,NA,NA,NA,NA
0.167886539449494,-1.05667242668452,0.227820419230251,-0.983611844205792,-0.146375591966564
-0.248996593595498,-1.05667242668452,0.227820419230251,0.511478158987012,-0.146375591966564
NA,NA,NA,NA,NA
-0.280624377909641,1.07588465262423,0.227820419230251,0.511478158987012,-0.146375591966564
0.130612210460639,-0.345820066914932,0.227820419230251,0.511478158987012,-0.146375591966564
-1.1307051746962,-1.05667242668452,0.227820419230251,0.511478158987012,-0.146375591966564
2.10837092571997,1.07588465262423,0.227820419230251,0.511478158987012,1.70771523960991
0.273601355896918,0.365032292854651,0.227820419230251,0.511478158987012,1.70771523960991
-0.0367153879467788,1.07588465262423,-1.50361476691965,0.511478158987012,-0.146375591966564
NA,NA,NA,NA,NA
1.18230120822335,-1.05667242668452,0.227820419230251,0.511478158987012,-0.146375591966564
NA,NA,NA,NA,NA
2.58385175690787,-1.05667242668452,0.227820419230251,0.511478158987012,-0.146375591966564
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.15188224357486,-1.05667242668452,-1.50361476691965,0.511478158987012,1.70771523960991
-0.606343698351433,0.365032292854651,0.227820419230251,-2.4787018473986,-2.00046642354304
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.00741544856471,1.07588465262423,1.95925560538016,0.511478158987012,-0.146375591966564
0.106345458929651,1.07588465262423,0.227820419230251,0.511478158987012,-0.146375591966564
-0.594649319491867,1.07588465262423,0.227820419230251,-0.983611844205792,-0.146375591966564
NA,NA,NA,NA,NA
0.943472758158116,-1.05667242668452,0.227820419230251,0.511478158987012,-0.146375591966564
0.76883694657835,1.07588465262423,0.227820419230251,2.00656816217982,1.70771523960991
-0.394644881236361,1.07588465262423,0.227820419230251,-0.983611844205792,-0.146375591966564
1.11199783363048,-1.05667242668452,-1.50361476691965,-0.983611844205792,-0.146375591966564
-1.03713002420652,-0.345820066914932,0.227820419230251,-0.983611844205792,-0.146375591966564
-1.73189960527626,1.07588465262423,0.227820419230251,-0.983611844205792,-3.85455725511951
0.536644998171295,-1.05667242668452,-1.50361476691965,-0.983611844205792,-0.146375591966564
0.0811705341670844,1.07588465262423,0.227820419230251,-2.4787018473986,-0.146375591966564
-0.642206706243852,1.07588465262423,0.227820419230251,0.511478158987012,1.70771523960991
0.803816942008206,1.07588465262423,-1.50361476691965,0.511478158987012,-0.146375591966564
0.882989532689827,-1.05667242668452,1.95925560538016,2.00656816217982,1.70771523960991
0.303435411433825,-1.05667242668452,-1.50361476691965,-0.983611844205792,-0.146375591966564
-0.645646957545964,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.30142396315666,1.07588465262423,0.227820419230251,0.511478158987012,-0.146375591966564
0.124315334173869,0.365032292854651,-1.50361476691965,0.511478158987012,-0.146375591966564
-1.69250324223431,-1.05667242668452,0.227820419230251,-0.983611844205792,-0.146375591966564
0.0866787171173636,NA,0.227820419230251,-0.983611844205792,-0.146375591966564
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.669629423894284,0.365032292854651,0.227820419230251,0.511478158987012,-0.146375591966564
-1.62081622789196,1.07588465262423,0.227820419230251,0.511478158987012,-0.146375591966564
0.361669561220122,1.07588465262423,1.95925560538016,0.511478158987012,-0.146375591966564
-1.32513600750095,-1.05667242668452,0.227820419230251,-0.983611844205792,-0.146375591966564
0.184128108416951,-1.05667242668452,-1.50361476691965,0.511478158987012,-0.146375591966564
1.28550406621339,-1.05667242668452,-1.50361476691965,0.511478158987012,-0.146375591966564
