"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22b_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num"
2.07485344190692,-1.16840666266212,1.08333333333333,-0.102405524195562,-1.69725714556805,-2.99468869456551,-0.322748612183951
-0.800140090031465,0.08345761876158,-0.25,-0.870446955662275,-0.652791209833867,0.691082006438195,-0.322748612183951
0.181449029360698,0.08345761876158,1.08333333333333,-0.870446955662275,-1.69725714556805,-0.537508227229707,-0.322748612183951
-0.326627305093467,NA,-1.58333333333333,NA,1.43614066163451,0.691082006438195,0.968245836551854
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.875207598059893,0.08345761876158,-0.25,-0.870446955662275,0.39167472590032,0.691082006438195,0.968245836551854
0.729304364247742,-1.16840666266212,-0.25,1.43367733873787,-0.652791209833867,0.691082006438195,0.968245836551854
0.626860374009544,-1.16840666266212,-1.58333333333333,1.43367733873787,-0.652791209833867,-0.537508227229707,-0.322748612183951
1.41808631063799,-1.16840666266212,-0.25,-0.102405524195562,0.39167472590032,-0.537508227229707,-2.90473750965556
-0.0744079420960981,1.33532190018528,1.08333333333333,0.665635907271152,1.43614066163451,0.691082006438195,-0.322748612183951
1.09756999618482,0.08345761876158,1.08333333333333,-0.102405524195562,-0.652791209833867,-0.537508227229707,-0.322748612183951
-1.51577969229156,1.33532190018528,-0.25,-0.870446955662275,0.39167472590032,-0.537508227229707,0.968245836551854
-0.301867793115314,0.08345761876158,-0.25,1.43367733873787,0.39167472590032,0.691082006438195,-0.322748612183951
-0.292379324068757,1.33532190018528,1.08333333333333,1.43367733873787,1.43614066163451,0.691082006438195,0.968245836551854
-0.816581060926915,-1.16840666266212,-0.25,-0.870446955662275,-0.652791209833867,-0.537508227229707,-0.322748612183951
0.221395758210821,1.33532190018528,1.08333333333333,-0.870446955662275,0.39167472590032,0.691082006438195,0.968245836551854
-1.34652846887505,0.08345761876158,-1.58333333333333,-0.870446955662275,0.39167472590032,0.691082006438195,-0.322748612183951
