"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num"
0.390995604315703,-1.16840666266212,-1.2719356603248,0.258198889747161,-0.639634598885429,-0.102405524195562,-2.22970646253961,-2.99468869456551,-0.322748612183951
-0.230739153992926,0.08345761876158,-1.2719356603248,0.258198889747161,-0.639634598885429,-0.870446955662275,0.828176686086141,0.691082006438195,-0.322748612183951
-0.513689744410383,0.08345761876158,0.0978412046403694,0.258198889747161,0.559680274024751,-0.870446955662275,0.828176686086141,-0.537508227229707,-0.322748612183951
-1.92827272583842,NA,NA,-3.61478445646026,NA,NA,0.828176686086141,0.691082006438195,0.968245836551854
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.74992019859562,0.08345761876158,0.0978412046403694,0.258198889747161,-1.83894947179561,-0.870446955662275,0.828176686086141,0.691082006438195,0.968245836551854
0.52096481410192,-1.16840666266212,1.46761806960554,0.258198889747161,0.559680274024751,1.43367733873787,0.828176686086141,0.691082006438195,0.968245836551854
1.10228980761775,-1.16840666266212,0.0978412046403694,0.258198889747161,0.559680274024751,1.43367733873787,-1.21041207966436,-0.537508227229707,-0.322748612183951
0.937019331339077,-1.16840666266212,0.0978412046403694,0.258198889747161,-1.83894947179561,-0.102405524195562,-0.19111769678911,-0.537508227229707,-2.90473750965556
0.897617745703413,1.33532190018528,1.46761806960554,0.258198889747161,0.559680274024751,0.665635907271152,0.828176686086141,0.691082006438195,-0.322748612183951
1.35956508832619,0.08345761876158,0.0978412046403694,0.258198889747161,0.559680274024751,-0.102405524195562,-0.19111769678911,-0.537508227229707,-0.322748612183951
-1.00736798119957,1.33532190018528,NA,0.258198889747161,-0.639634598885429,-0.870446955662275,-1.21041207966436,-0.537508227229707,0.968245836551854
0.758087674279851,0.08345761876158,0.0978412046403694,0.258198889747161,1.75899514693493,1.43367733873787,-1.21041207966436,0.691082006438195,-0.322748612183951
0.132847638791265,1.33532190018528,1.46761806960554,0.258198889747161,0.559680274024751,1.43367733873787,0.828176686086141,0.691082006438195,0.968245836551854
0.138390490481247,-1.16840666266212,-1.2719356603248,NA,0.559680274024751,-0.870446955662275,-0.19111769678911,-0.537508227229707,-0.322748612183951
0.219969752749702,1.33532190018528,0.0978412046403694,0.258198889747161,0.559680274024751,-0.870446955662275,-0.19111769678911,0.691082006438195,0.968245836551854
-1.0277581436692,0.08345761876158,-1.2719356603248,0.258198889747161,-0.639634598885429,-0.870446955662275,0.828176686086141,0.691082006438195,-0.322748612183951
