"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21b_num",211,66,31.28
"TX_RESP_Q21c_num",211,65,30.81
"TX_RESP_Q21d_num",211,65,30.81
"TX_RESP_Q19_num",211,65,30.81
"TX_RESP_Q20_num",211,65,30.81
"TX_RESP_Q21a_num",211,64,30.33
"TX_RESP_Q21e_num",211,64,30.33
"TX_RESP_Q23c_num",211,49,23.22
"TX_RESP_Q22e_num",211,48,22.75
"TX_RESP_Q22g_num",211,47,22.27
"TX_RESP_Q23b_num",211,47,22.27
"TX_RESP_Q23d_num",211,47,22.27
"TX_RESP_Q23h_num",211,47,22.27
"TX_RESP_Q10d_num",211,46,21.8
"TX_RESP_Q10e_num",211,46,21.8
"TX_RESP_Q22b_num",211,46,21.8
"TX_RESP_Q22c_num",211,46,21.8
"TX_RESP_Q22d_num",211,46,21.8
"TX_RESP_Q22f_num",211,46,21.8
"TX_RESP_Q22h_num",211,46,21.8
"TX_RESP_Q23f_num",211,46,21.8
"TX_RESP_Q23g_num",211,46,21.8
"TX_RESP_Q22a_num",211,45,21.33
"TX_RESP_Q23a_num",211,45,21.33
"TX_RESP_Q23e_num",211,45,21.33
"TX_RESP_Q23i_num",211,45,21.33
"TX_RESP_Q10a_num",211,44,20.85
"TX_RESP_Q10c_num",211,44,20.85
"TX_RESP_Q10f_num",211,44,20.85
"TX_RESP_Q10b_num",211,43,20.38
"TX_RESP_Q01",211,0,0
"TX_RESP_Q02",211,0,0
"TX_RESP_Q03",211,0,0
"TX_RESP_Q04",211,0,0
"TX_RESP_Q05a",211,0,0
"TX_RESP_Q05b",211,0,0
"TX_RESP_Q05c",211,0,0
"TX_RESP_Q06",211,0,0
"TX_RESP_Q07a",211,0,0
"TX_RESP_Q07b",211,0,0
"TX_RESP_Q07c",211,0,0
"TX_RESP_Q07d",211,0,0
"TX_RESP_Q07e",211,0,0
"TX_RESP_Q08",211,0,0
"TX_RESP_Q09",211,0,0
"TX_RESP_Q10a",211,0,0
"TX_RESP_Q10b",211,0,0
"TX_RESP_Q10c",211,0,0
"TX_RESP_Q10d",211,0,0
"TX_RESP_Q10e",211,0,0
"TX_RESP_Q10f",211,0,0
"TX_RESP_Q11a",211,0,0
"TX_RESP_Q11b",211,0,0
"TX_RESP_Q11c",211,0,0
"TX_RESP_Q12a",211,0,0
"TX_RESP_Q12b",211,0,0
"TX_RESP_Q12c",211,0,0
"TX_RESP_Q12d",211,0,0
"TX_RESP_Q12e",211,0,0
"TX_RESP_Q12f",211,0,0
"TX_RESP_Q12g",211,0,0
"TX_RESP_Q13a",211,0,0
"TX_RESP_Q13b",211,0,0
"TX_RESP_Q13c",211,0,0
"TX_RESP_Q13d",211,0,0
"TX_RESP_Q13e",211,0,0
"TX_RESP_Q13f",211,0,0
"TX_RESP_Q13g",211,0,0
"TX_RESP_Q13h",211,0,0
"TX_RESP_Q13i",211,0,0
"TX_RESP_Q14",211,0,0
"TX_RESP_Q15a",211,0,0
"TX_RESP_Q15b",211,0,0
"TX_RESP_Q16",211,0,0
"TX_RESP_Q17",211,0,0
"TX_RESP_Q18",211,0,0
"TX_RESP_Q19",211,0,0
"TX_RESP_Q20",211,0,0
"TX_RESP_Q21a",211,0,0
"TX_RESP_Q21b",211,0,0
"TX_RESP_Q21c",211,0,0
"TX_RESP_Q21d",211,0,0
"TX_RESP_Q21e",211,0,0
"TX_RESP_Q22a",211,0,0
"TX_RESP_Q22b",211,0,0
"TX_RESP_Q22c",211,0,0
"TX_RESP_Q22d",211,0,0
"TX_RESP_Q22e",211,0,0
"TX_RESP_Q22f",211,0,0
"TX_RESP_Q22g",211,0,0
"TX_RESP_Q22h",211,0,0
"TX_RESP_Q23a",211,0,0
"TX_RESP_Q23b",211,0,0
"TX_RESP_Q23c",211,0,0
"TX_RESP_Q23d",211,0,0
"TX_RESP_Q23e",211,0,0
"TX_RESP_Q23f",211,0,0
"TX_RESP_Q23g",211,0,0
"TX_RESP_Q23h",211,0,0
"TX_RESP_Q23i",211,0,0
"TX_RESP_Q24",211,0,0
"TX_RESP_Q25",211,0,0
