"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q19_num"
-0.230254183804587,1.23367387080711,1.04773063565929,1.31906282637589,-0.373210013646089
-0.381910971675015,-1.07946463695622,1.04773063565929,-0.150750037300101,-0.373210013646089
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.759625060975176,1.23367387080711,1.04773063565929,1.31906282637589,2.61247009552263
0.582164467230687,1.23367387080711,-0.246524855449245,-0.150750037300101,-0.373210013646089
1.11083721430729,1.23367387080711,-1.54078034655778,-0.150750037300101,-0.373210013646089
-1.13926293908304,-0.308418467701777,1.04773063565929,1.31906282637589,2.61247009552263
-1.21055921724009,-1.07946463695622,-1.54078034655778,-0.150750037300101,2.61247009552263
-0.790824677178914,1.23367387080711,-0.246524855449245,-0.150750037300101,2.61247009552263
NA,NA,NA,NA,NA
0.648701548355699,-1.07946463695622,-0.246524855449245,-0.150750037300101,-0.373210013646089
NA,NA,NA,NA,NA
-1.06693757488595,-1.07946463695622,-0.246524855449245,-0.150750037300101,-0.373210013646089
-0.786817816277342,NA,NA,NA,NA
-0.995578036141961,-1.07946463695622,1.04773063565929,1.31906282637589,2.61247009552263
-0.981948916589649,-1.07946463695622,-0.246524855449245,-0.150750037300101,-0.373210013646089
0.581847032477166,1.23367387080711,-0.246524855449245,-1.62056290097609,-0.373210013646089
NA,NA,NA,NA,NA
-0.0602938040720055,1.23367387080711,-0.246524855449245,NA,-0.373210013646089
-1.10369840301343,0.462627701552666,-0.246524855449245,-0.150750037300101,-0.373210013646089
-0.905583929378708,NA,-0.246524855449245,-1.62056290097609,NA
-0.0348745886307923,-0.308418467701777,1.04773063565929,-0.150750037300101,-0.373210013646089
NA,NA,NA,NA,NA
-0.240587042767247,-1.07946463695622,-2.83503583766631,-1.62056290097609,-0.373210013646089
0.538567029071346,-1.07946463695622,-0.246524855449245,-0.150750037300101,-0.373210013646089
2.32149556956847,NA,-0.246524855449245,-0.150750037300101,NA
1.22198954186571,1.23367387080711,-1.54078034655778,-1.62056290097609,-0.373210013646089
0.0352310363513763,-0.308418467701777,1.04773063565929,1.31906282637589,-0.373210013646089
0.38355294323984,-1.07946463695622,1.04773063565929,-0.150750037300101,-0.373210013646089
1.00976696700138,1.23367387080711,-0.246524855449245,-1.62056290097609,-0.373210013646089
-0.776072672102848,-1.07946463695622,1.04773063565929,1.31906282637589,-0.373210013646089
3.12140907797189,1.23367387080711,-0.246524855449245,NA,-0.373210013646089
2.15261963394227,0.462627701552666,-1.54078034655778,-0.150750037300101,-0.373210013646089
-0.173788996562809,-1.07946463695622,-1.54078034655778,-0.150750037300101,-0.373210013646089
NA,NA,NA,NA,NA
0.240601196142638,-0.308418467701777,-0.246524855449245,-0.150750037300101,-0.373210013646089
-0.257101289727236,-0.308418467701777,-0.246524855449245,1.31906282637589,-0.373210013646089
1.53378672611445,1.23367387080711,-0.246524855449245,-0.150750037300101,-0.373210013646089
NA,NA,NA,NA,NA
0.615739690268037,-0.308418467701777,-0.246524855449245,-0.150750037300101,-0.373210013646089
0.11566723644754,1.23367387080711,-0.246524855449245,-0.150750037300101,-0.373210013646089
-0.212786520976279,-0.308418467701777,-1.54078034655778,-1.62056290097609,-0.373210013646089
-0.197201982322793,0.462627701552666,-0.246524855449245,-1.62056290097609,-0.373210013646089
NA,NA,NA,NA,NA
-0.244170259846806,-1.07946463695622,1.04773063565929,1.31906282637589,-0.373210013646089
-0.139646691880593,0.462627701552666,1.04773063565929,1.31906282637589,-0.373210013646089
-1.35271117266109,1.23367387080711,1.04773063565929,NA,-0.373210013646089
-0.567353116871114,-1.07946463695622,1.04773063565929,-0.150750037300101,-0.373210013646089
-0.969982600554565,0.462627701552666,1.04773063565929,1.31906282637589,-0.373210013646089
-0.236346360226591,-1.07946463695622,1.04773063565929,-0.150750037300101,-0.373210013646089
-0.398058084909186,-1.07946463695622,1.04773063565929,1.31906282637589,-0.373210013646089
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
