"PROFICIENCIA_MT_SAEB","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q20_num"
-1.15027485101862,0,1.27675021204843,-0.703063471966817,-0.550239286502511,-0.208514414057075
NA,NA,NA,NA,NA,NA
-0.897520367313364,0,-0.055510878784714,-0.703063471966817,-0.550239286502511,-0.208514414057075
-0.776805109529516,1.19895788082818,1.27675021204843,0.502188194262012,0.650282793139331,-0.208514414057075
1.51001067332727,-1.19895788082818,-1.38777196961785,1.70743986049084,1.85080487278117,-0.208514414057075
-0.319537635052314,0,-0.055510878784714,-1.90831513819565,-1.75076136614435,-0.208514414057075
0.794172879618549,-1.19895788082818,-1.38777196961785,-0.703063471966817,-0.550239286502511,-0.208514414057075
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.41993375845463,NA,NA,NA,NA,4.58731710925565
-0.00432284458931329,-1.19895788082818,-1.38777196961785,-0.703063471966817,1.85080487278117,-0.208514414057075
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.23877811720281,1.19895788082818,1.27675021204843,0.502188194262012,0.650282793139331,-0.208514414057075
-0.93785875814449,0,-0.055510878784714,-0.703063471966817,0.650282793139331,-0.208514414057075
-1.16399067886892,0,1.27675021204843,-1.90831513819565,-1.75076136614435,-0.208514414057075
0.126601236906979,-1.19895788082818,-1.38777196961785,0.502188194262012,0.650282793139331,NA
NA,NA,NA,NA,NA,NA
0.939358816470357,-1.19895788082818,-0.055510878784714,0.502188194262012,-0.550239286502511,-0.208514414057075
1.18764033840291,-1.19895788082818,-1.38777196961785,1.70743986049084,0.650282793139331,-0.208514414057075
0.307331084781658,-1.19895788082818,-0.055510878784714,0.502188194262012,0.650282793139331,-0.208514414057075
NA,NA,NA,NA,NA,NA
-1.62514201856238,1.19895788082818,-0.055510878784714,-0.703063471966817,-0.550239286502511,-0.208514414057075
-0.873261951243623,1.19895788082818,-0.055510878784714,-0.703063471966817,-0.550239286502511,-0.208514414057075
NA,NA,NA,NA,NA,NA
-0.663174641874287,1.19895788082818,-1.38777196961785,0.502188194262012,-0.550239286502511,-0.208514414057075
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.747025037864976,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
2.54183844538099,0,-0.055510878784714,0.502188194262012,0.650282793139331,-0.208514414057075
0.147571048832881,0,-0.055510878784714,0.502188194262012,0.650282793139331,-0.208514414057075
0.556840060914477,-1.19895788082818,-0.055510878784714,1.70743986049084,0.650282793139331,NA
NA,NA,NA,NA,NA,NA
-0.0627346880506366,0,1.27675021204843,-0.703063471966817,-1.75076136614435,-0.208514414057075
NA,NA,NA,NA,NA,NA
1.06570992793056,1.19895788082818,-0.055510878784714,0.502188194262012,-0.550239286502511,-0.208514414057075
NA,NA,NA,NA,NA,NA
0.160717732243121,1.19895788082818,1.27675021204843,0.502188194262012,0.650282793139331,-0.208514414057075
-0.42903809717545,1.19895788082818,1.27675021204843,-0.703063471966817,-0.550239286502511,-0.208514414057075
