"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
0.177693386730968,-0.248160387073783,0.853616220748396,-0.315987105581661,0.33967151834786,-0.703063471966817,-0.419322312840655,-0.208514414057075
NA,NA,NA,NA,NA,NA,NA,NA
-1.32530701708861,-0.248160387073783,0.853616220748396,1.07435615897765,0.33967151834786,-0.703063471966817,-0.419322312840655,-0.208514414057075
-0.696292237362934,-0.248160387073783,-0.0853616220748395,1.07435615897765,0.33967151834786,0.502188194262012,-0.419322312840655,-0.208514414057075
1.44769633354257,1.11672174183203,0.853616220748396,1.07435615897765,1.50425958125481,1.70743986049084,-0.419322312840655,-0.208514414057075
-0.983392950626949,-1.61304251597959,-1.96331730772131,1.07435615897765,-1.98950460746604,-1.90831513819565,-0.419322312840655,-0.208514414057075
-0.685285831102138,-0.248160387073783,-0.0853616220748395,1.07435615897765,0.33967151834786,-0.703063471966817,-0.419322312840655,-0.208514414057075
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.59898646272689,NA,NA,NA,NA,NA,1.50956032622636,4.58731710925565
-1.03468329356415,-1.61304251597959,-0.0853616220748395,1.07435615897765,-0.824916544559088,-0.703063471966817,1.50956032622636,-0.208514414057075
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.15638746653823,-0.248160387073783,-1.96331730772131,1.07435615897765,0.33967151834786,0.502188194262012,3.43844296529337,-0.208514414057075
-0.88616949302192,1.11672174183203,0.853616220748396,1.07435615897765,0.33967151834786,-0.703063471966817,-0.419322312840655,-0.208514414057075
-0.0684875471372327,1.11672174183203,-1.02433946489808,0.379184526697994,-1.98950460746604,-1.90831513819565,-0.419322312840655,-0.208514414057075
0.835794628081011,NA,NA,NA,-0.824916544559088,0.502188194262012,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.287688474218161,-0.248160387073783,0.853616220748396,-1.01115873786132,0.33967151834786,0.502188194262012,-0.419322312840655,-0.208514414057075
2.23848270269327,-0.248160387073783,0.853616220748396,-1.01115873786132,0.33967151834786,1.70743986049084,-0.419322312840655,-0.208514414057075
0.706138953091459,2.48160387073783,0.853616220748396,-1.01115873786132,1.50425958125481,0.502188194262012,-0.419322312840655,-0.208514414057075
NA,NA,NA,NA,NA,NA,NA,NA
-0.00941979693072041,-0.248160387073783,-0.0853616220748395,-1.01115873786132,0.33967151834786,-0.703063471966817,1.50956032622636,-0.208514414057075
-0.0204527335661794,-0.248160387073783,-0.0853616220748395,-1.01115873786132,-0.824916544559088,-0.703063471966817,-0.419322312840655,-0.208514414057075
NA,NA,NA,NA,NA,NA,NA,NA
-0.716561058269605,1.11672174183203,-0.0853616220748395,0.379184526697994,1.50425958125481,0.502188194262012,-0.419322312840655,-0.208514414057075
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.729563520640688,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.47933564530699,1.11672174183203,-1.02433946489808,1.07435615897765,0.33967151834786,0.502188194262012,-0.419322312840655,-0.208514414057075
0.757610808490314,-0.248160387073783,-1.96331730772131,-1.01115873786132,0.33967151834786,0.502188194262012,-0.419322312840655,-0.208514414057075
-0.933599271476385,NA,NA,NA,-1.98950460746604,1.70743986049084,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.993304402781667,-0.248160387073783,0.853616220748396,-1.01115873786132,0.33967151834786,-0.703063471966817,-0.419322312840655,-0.208514414057075
NA,NA,NA,NA,NA,NA,NA,NA
0.941405826440156,-0.248160387073783,0.853616220748396,-1.01115873786132,0.33967151834786,0.502188194262012,-0.419322312840655,-0.208514414057075
NA,NA,NA,NA,NA,NA,NA,NA
-0.730336854162707,-1.61304251597959,-0.0853616220748395,-1.01115873786132,0.33967151834786,0.502188194262012,-0.419322312840655,-0.208514414057075
0.250647331557393,-0.248160387073783,0.853616220748396,-1.01115873786132,-0.824916544559088,-0.703063471966817,-0.419322312840655,-0.208514414057075
