"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num"
NA,NA,NA,NA
-0.574125807748011,1.13460220703001,-0.557305223914629,-0.103013277449251
NA,NA,NA,NA
-0.667449468019604,1.13460220703001,-0.557305223914629,-0.103013277449251
-0.837779098396006,-0.97810535088794,0.875765351865846,-0.103013277449251
0.394457945067992,-0.97810535088794,0.875765351865846,-0.103013277449251
-1.49107856532465,1.13460220703001,0.875765351865846,1.75122571663727
-1.16118535736985,-0.97810535088794,0.875765351865846,1.75122571663727
0.289654020760295,-0.97810535088794,-0.557305223914629,-0.103013277449251
0.377789806421393,-0.97810535088794,-1.99037579969511,-1.95725227153578
0.887063941316135,1.13460220703001,-1.99037579969511,-0.103013277449251
1.27368777638222,-0.273869498248623,0.875765351865846,-0.103013277449251
0.365939747622743,-0.97810535088794,0.875765351865846,-0.103013277449251
-0.782705254474681,1.13460220703001,-0.557305223914629,-0.103013277449251
0.712918004423551,-0.273869498248623,0.875765351865846,1.75122571663727
NA,NA,NA,NA
NA,NA,NA,NA
1.0512292801027,-0.97810535088794,-0.557305223914629,-0.103013277449251
-1.51175270057027,1.13460220703001,0.875765351865846,-0.103013277449251
1.58859500716736,-0.97810535088794,-0.557305223914629,-0.103013277449251
-0.954492282882274,1.13460220703001,0.875765351865846,-0.103013277449251
1.03923300552096,0.430366354390694,-0.557305223914629,-1.95725227153578
