"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.354307602278472,0.235702260395516,-1.07937232068015,-0.912870929175277,1.00563799050401,-1.46508178831922,-0.303547230936496,1.00563799050401,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.812382039254418,0.235702260395516,0.415143200261595,1.82574185835055,1.00563799050401,-0.146508178831922,-1.66950977015073,-0.639951448502549,-0.235702260395516
-1.21095040237458,-4.00693842672377,-2.57388784162189,-0.912870929175277,-0.639951448502549,-1.46508178831922,-0.303547230936496,-2.28554088750911,4.00693842672377
-0.240080375988749,0.235702260395516,0.415143200261595,0,-0.639951448502549,1.17206543065538,1.06241530827773,1.00563799050401,-0.235702260395516
0.874273623155572,0.235702260395516,1.90965872120334,NA,1.00563799050401,1.17206543065538,1.06241530827773,1.00563799050401,-0.235702260395516
-1.3935060717476,0.235702260395516,0.415143200261595,0.912870929175277,1.00563799050401,1.17206543065538,1.06241530827773,1.00563799050401,-0.235702260395516
0.17687696718532,0.235702260395516,0.415143200261595,0,1.00563799050401,-0.146508178831922,-1.66950977015073,-0.639951448502549,-0.235702260395516
-0.367636013998657,0.235702260395516,-1.07937232068015,-0.912870929175277,-2.28554088750911,-0.146508178831922,-0.303547230936496,-0.639951448502549,-0.235702260395516
-0.0704222277043441,0.235702260395516,-1.07937232068015,NA,-0.639951448502549,-1.46508178831922,1.06241530827773,-0.639951448502549,-0.235702260395516
0.522330054462976,0.235702260395516,0.415143200261595,0,1.00563799050401,-0.146508178831922,-0.303547230936496,-0.639951448502549,-0.235702260395516
-0.423384565375169,0.235702260395516,-1.07937232068015,0.912870929175277,-0.639951448502549,-0.146508178831922,-0.303547230936496,-0.639951448502549,-0.235702260395516
-1.85043927470049,0.235702260395516,0.415143200261595,1.82574185835055,-0.639951448502549,-0.146508178831922,-0.303547230936496,-0.639951448502549,-0.235702260395516
-0.829356079271493,0.235702260395516,0.415143200261595,-0.912870929175277,-0.639951448502549,-0.146508178831922,-0.303547230936496,-0.639951448502549,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.13668189970241,0.235702260395516,0.415143200261595,-0.912870929175277,-0.639951448502549,-0.146508178831922,-0.303547230936496,-0.639951448502549,-0.235702260395516
1.39092718917985,0.235702260395516,0.415143200261595,0,-0.639951448502549,1.17206543065538,1.06241530827773,1.00563799050401,-0.235702260395516
1.55711161929472,0.235702260395516,0.415143200261595,-0.912870929175277,1.00563799050401,1.17206543065538,1.06241530827773,1.00563799050401,-0.235702260395516
-0.07598305268028,0.235702260395516,0.415143200261595,-0.912870929175277,-0.639951448502549,-1.46508178831922,-1.66950977015073,1.00563799050401,-0.235702260395516
1.26163114783646,0.235702260395516,0.415143200261595,0.912870929175277,1.00563799050401,1.17206543065538,1.06241530827773,1.00563799050401,-0.235702260395516
