"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num"
-0.521564374830104,0.849853644938287,-0.461880215351701,0.338565895612128,-0.676256485843699
-2.28476786215783,-1.29714503701107,0.692820323027551,0.338565895612128,-0.676256485843699
0.706878346864431,-0.223645696036392,0.692820323027551,0.338565895612128,-0.676256485843699
0.868767328638424,0.849853644938287,-1.61658075373095,0.338565895612128,0.860690072891981
-0.24817481111072,0.849853644938287,0.692820323027551,0.338565895612128,-0.676256485843699
-1.14749526130354,-1.29714503701107,0.692820323027551,0.338565895612128,0.860690072891981
-0.355313642914326,-0.223645696036392,0.692820323027551,0.338565895612128,2.39763663162766
-0.94182278822756,-0.223645696036392,0.692820323027551,0.338565895612128,-0.676256485843699
0.134674771058776,-0.223645696036392,0.692820323027551,-1.77747095196367,-0.676256485843699
NA,NA,NA,NA,NA
0.540855328681585,-0.223645696036392,0.692820323027551,0.338565895612128,0.860690072891981
-0.836422591421756,-1.29714503701107,0.692820323027551,0.338565895612128,0.860690072891981
-0.77888331358793,-1.29714503701107,0.692820323027551,0.338565895612128,-0.676256485843699
1.40682802523293,1.92335298591297,0.692820323027551,0.338565895612128,-0.676256485843699
1.25057144171096,NA,-1.61658075373095,0.338565895612128,0.860690072891981
-1.0903510115349,-0.223645696036392,-1.61658075373095,0.338565895612128,-2.21320304457938
0.600759796808464,0.849853644938287,0.692820323027551,0.338565895612128,-0.676256485843699
1.63199938868616,-0.223645696036392,-1.61658075373095,0.338565895612128,0.860690072891981
-1.5325565347977,1.92335298591297,0.692820323027551,0.338565895612128,-0.676256485843699
0.626869852587864,-1.29714503701107,0.692820323027551,-3.89350779953946,0.860690072891981
0.131652882858414,-0.223645696036392,-0.461880215351701,0.338565895612128,-0.676256485843699
1.54975908517491,0.849853644938287,-1.61658075373095,-1.77747095196367,0.860690072891981
-0.204600148738501,-1.29714503701107,0.692820323027551,0.338565895612128,-0.676256485843699
-0.19337184306329,0.849853644938287,-0.461880215351701,0.338565895612128,0.860690072891981
0.424733838636622,0.849853644938287,-1.61658075373095,0.338565895612128,0.860690072891981
0.260974096748626,-0.223645696036392,0.692820323027551,0.338565895612128,-0.676256485843699
