"PROFICIENCIA_MT_SAEB","TX_RESP_Q23d_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-0.186508056381791,0.338565895612128,1.19895788082818,1.23371748124496
-2.55774185758446,0.338565895612128,NA,-0.411239160414987
-0.5181435900538,0.338565895612128,0,-0.411239160414987
0.746791655923738,0.338565895612128,0,-0.411239160414987
0.0218863352891205,0.338565895612128,0,-0.411239160414987
1.01359799985013,0.338565895612128,1.19895788082818,-0.411239160414987
-0.274972387782533,0.338565895612128,-1.19895788082818,-0.411239160414987
-0.437948945125949,0.338565895612128,-1.19895788082818,-0.411239160414987
1.07087602623137,-1.77747095196367,1.19895788082818,-0.411239160414987
NA,NA,NA,NA
-0.919468951068981,0.338565895612128,0,2.87867412290491
-0.425196109432684,0.338565895612128,1.19895788082818,2.87867412290491
-0.953541813526978,0.338565895612128,0,1.23371748124496
1.39540670212828,0.338565895612128,1.19895788082818,-0.411239160414987
-0.0941429251876728,0.338565895612128,0,NA
-1.91707169359603,0.338565895612128,-1.19895788082818,-0.411239160414987
0.232506898849868,0.338565895612128,0,-0.411239160414987
0.497551522146263,0.338565895612128,-1.19895788082818,-0.411239160414987
-1.2948694724618,0.338565895612128,1.19895788082818,-0.411239160414987
0.562518638464641,-3.89350779953946,-1.19895788082818,-0.411239160414987
0.371490887027532,0.338565895612128,-1.19895788082818,-0.411239160414987
1.37840294284456,-1.77747095196367,1.19895788082818,-0.411239160414987
0.995543739331371,0.338565895612128,1.19895788082818,-0.411239160414987
0.99061421959981,0.338565895612128,0,-0.411239160414987
-0.193340761559562,0.338565895612128,-1.19895788082818,-0.411239160414987
0.495758996075564,0.338565895612128,-1.19895788082818,-0.411239160414987
