"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q23i_num"
-0.398256336605124,0.739995664100609,-1.10150068969626,1.04631552151482
-1.03854709246332,-0.531871883572312,-1.10150068969626,1.04631552151482
NA,NA,NA,NA
1.32110947164398,NA,NA,NA
NA,-0.531871883572312,-0.304362032679229,-3.394145472231
1.15402910777747,-0.531871883572312,-1.10150068969626,1.04631552151482
0.687182992824567,-0.531871883572312,1.28991528135483,-1.91399180764906
0.987763314186049,2.01186321177353,-1.10150068969626,1.04631552151482
-1.35321549627493,-0.531871883572312,-0.304362032679229,-0.433838143067121
-0.434560068454977,0.739995664100609,-0.304362032679229,-0.433838143067121
1.11097994395531,0.739995664100609,0.492776624337799,1.04631552151482
-0.727833076366605,-0.531871883572312,-0.304362032679229,-0.433838143067121
-0.594327460905758,-0.531871883572312,-1.10150068969626,-1.91399180764906
-0.513068689531029,-1.80373943124523,-1.10150068969626,-0.433838143067121
0.530491841473773,0.739995664100609,1.28991528135483,-0.433838143067121
0.262231210443943,2.01186321177353,1.28991528135483,1.04631552151482
1.44108183893368,0.739995664100609,1.28991528135483,-0.433838143067121
-1.79814386383513,0.739995664100609,-1.10150068969626,-0.433838143067121
0.976830558064332,-1.80373943124523,-0.304362032679229,1.04631552151482
-1.01106837289273,-1.80373943124523,-1.10150068969626,-0.433838143067121
0.322328911585911,-0.531871883572312,1.28991528135483,-0.433838143067121
NA,NA,NA,NA
0.789361385789941,-0.531871883572312,-1.10150068969626,-0.433838143067121
-0.789759032991893,-0.531871883572312,-1.10150068969626,-0.433838143067121
-1.22667981278965,-0.531871883572312,0.492776624337799,-0.433838143067121
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.57289708485827,-0.531871883572312,0.492776624337799,-0.433838143067121
0.4065227527602,-1.80373943124523,-1.10150068969626,-0.433838143067121
1.36720522276282,0.739995664100609,0.492776624337799,1.04631552151482
NA,NA,NA,NA
-0.648094782286663,0.739995664100609,0.492776624337799,-0.433838143067121
1.67113852037682,0.739995664100609,1.28991528135483,-0.433838143067121
0.395639402804818,0.739995664100609,0.492776624337799,1.04631552151482
0.128340171316389,0.739995664100609,-1.10150068969626,1.04631552151482
0.718627390783035,0.739995664100609,1.28991528135483,-0.433838143067121
NA,NA,NA,NA
1.65006077884689,-0.531871883572312,1.28991528135483,1.04631552151482
-0.188757874182134,0.739995664100609,-1.10150068969626,1.04631552151482
0.559475529450544,-0.531871883572312,1.28991528135483,1.04631552151482
0.910931875852603,-0.531871883572312,1.28991528135483,-0.433838143067121
0.327610370145887,-0.531871883572312,-1.10150068969626,-0.433838143067121
-1.11725902142936,-0.531871883572312,0.492776624337799,NA
-0.622876293790712,-0.531871883572312,-0.304362032679229,1.04631552151482
1.02935977001008,-0.531871883572312,1.28991528135483,-0.433838143067121
NA,NA,NA,NA
-0.907084331048768,-0.531871883572312,1.28991528135483,-0.433838143067121
-1.03217013551887,NA,NA,-0.433838143067121
-1.17583202706091,-1.80373943124523,-1.10150068969626,-0.433838143067121
1.88959750841361,2.01186321177353,-1.10150068969626,1.04631552151482
-0.0542442567377153,-0.531871883572312,-1.10150068969626,-0.433838143067121
NA,NA,NA,NA
1.54332517221278,2.01186321177353,1.28991528135483,1.04631552151482
-0.71314216796264,-0.531871883572312,0.492776624337799,-1.91399180764906
NA,NA,NA,NA
0.947933002514554,NA,NA,NA
NA,0.739995664100609,1.28991528135483,-0.433838143067121
NA,NA,NA,NA
0.364330543439675,NA,NA,1.04631552151482
NA,NA,NA,NA
-0.576887841953362,0.739995664100609,-0.304362032679229,1.04631552151482
-1.26319104548634,-0.531871883572312,-1.10150068969626,-0.433838143067121
1.68197951136444,0.739995664100609,0.492776624337799,1.04631552151482
0.31012131976838,NA,NA,-0.433838143067121
-1.01029896530955,NA,NA,1.04631552151482
-0.382712742432712,-0.531871883572312,0.492776624337799,1.04631552151482
NA,NA,NA,NA
-0.81447492235814,0.739995664100609,0.492776624337799,-1.91399180764906
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.67549194452635,-0.531871883572312,0.492776624337799,-0.433838143067121
-0.125247914439804,-0.531871883572312,-1.10150068969626,1.04631552151482
-0.327279528982183,2.01186321177353,-1.10150068969626,-0.433838143067121
NA,NA,NA,NA
-1.3597124829241,-0.531871883572312,-1.10150068969626,-0.433838143067121
NA,NA,NA,NA
NA,NA,NA,NA
-0.0324747531027864,0.739995664100609,1.28991528135483,1.04631552151482
NA,NA,NA,NA
