"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q22h_num","TX_RESP_Q23g_num"
-1.06586481640252,-0.232047740446129,-0.869510429550315,-0.25,1.8298126367785
-0.498718208740582,-0.232047740446129,0.521706257730189,-0.25,0.3659625273557
-0.528895540082101,-1.39228644267677,0.521706257730189,1.08333333333333,0.3659625273557
-0.571321075996187,0.928190961784514,0.521706257730189,-1.58333333333333,0.3659625273557
-0.178088377457501,0.928190961784514,-2.26072711683082,-0.25,-1.0978875820671
-1.16641851059655,-1.39228644267677,-2.26072711683082,-1.58333333333333,0.3659625273557
-0.390577324631,0.928190961784514,0.521706257730189,-0.25,-1.0978875820671
-0.250371008029174,NA,0.521706257730189,1.08333333333333,1.8298126367785
1.47660794168221,-1.39228644267677,0.521706257730189,1.08333333333333,-1.0978875820671
-0.799541456789823,-0.232047740446129,-0.869510429550315,1.08333333333333,0.3659625273557
1.54346767506985,0.928190961784514,0.521706257730189,1.08333333333333,0.3659625273557
-0.131860869326506,0.928190961784514,0.521706257730189,-0.25,-1.0978875820671
1.43891777029715,0.928190961784514,0.521706257730189,1.08333333333333,-1.0978875820671
1.89370113800638,-0.232047740446129,0.521706257730189,-0.25,-1.0978875820671
-0.0475577001161349,0.928190961784514,0.521706257730189,-0.25,0.3659625273557
-0.723479636887513,-1.39228644267677,0.521706257730189,-1.58333333333333,0.3659625273557
NA,NA,NA,NA,NA
