"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.468176293617411,-1.09163485958752,-0.775663316636565,-0.672180959656637,-0.519896031189603,-0.267061138776643,-0.211656342139198,-0.523822721827183,-0.488121989130157,-0.739514430814847
1.0570593067576,0.893155794207972,NA,NA,-0.519896031189603,-0.267061138776643,-0.211656342139198,-0.523822721827183,-0.488121989130157,0.944935106041194
0.967280345979326,0.893155794207972,0.866917824476161,-0.672180959656637,1.11977606717761,-0.267061138776643,-0.211656342139198,1.26590491108236,1.05133966889572,0.944935106041194
0.58426217141544,-1.09163485958752,NA,NA,-0.519896031189603,0.949550715650285,1.23466199581199,1.26590491108236,-0.488121989130157,0.944935106041194
0.404541634970774,0.893155794207972,0.866917824476161,1.68045239914159,1.11977606717761,0.949550715650285,1.23466199581199,1.26590491108236,1.05133966889572,0.944935106041194
-0.37158934605728,-1.09163485958752,0.866917824476161,-0.672180959656637,-0.519896031189603,-0.267061138776643,1.23466199581199,1.26590491108236,1.05133966889572,0.944935106041194
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.27841631935004,0.893155794207972,0.866917824476161,1.68045239914159,-0.519896031189603,-0.267061138776643,1.23466199581199,1.26590491108236,1.05133966889572,0.944935106041194
-0.411112119562837,0.893155794207972,0.866917824476161,-0.672180959656637,-0.519896031189603,-0.267061138776643,1.23466199581199,1.26590491108236,1.05133966889572,0.944935106041194
0.0133694645243559,-1.09163485958752,-0.775663316636565,0.504135719742478,-0.519896031189603,-0.267061138776643,1.23466199581199,1.26590491108236,1.05133966889572,0.944935106041194
0.081578223238747,0.893155794207972,-0.775663316636565,-0.672180959656637,1.11977606717761,0.949550715650285,-1.65797468009038,-0.523822721827183,-0.488121989130157,-0.739514430814847
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.79104221629846,NA,-2.41824445774929,-0.672180959656637,-2.15956812955681,-1.48367299320357,-0.211656342139198,-2.31355035473673,-2.02758364715604,-2.42396396767089
0.60410777464426,0.893155794207972,0.866917824476161,-0.672180959656637,-0.519896031189603,0.949550715650285,1.23466199581199,1.26590491108236,1.05133966889572,0.944935106041194
-1.1852641069085,0.893155794207972,-0.775663316636565,-0.672180959656637,-0.519896031189603,-0.267061138776643,-0.211656342139198,-0.523822721827183,-0.488121989130157,-0.739514430814847
