"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21d_num",217,95,43.78
"TX_RESP_Q21e_num",217,95,43.78
"TX_RESP_Q20_num",217,95,43.78
"TX_RESP_Q21a_num",217,94,43.32
"TX_RESP_Q21b_num",217,94,43.32
"TX_RESP_Q21c_num",217,94,43.32
"TX_RESP_Q19_num",217,94,43.32
"TX_RESP_Q23f_num",217,90,41.47
"TX_RESP_Q23h_num",217,90,41.47
"TX_RESP_Q22e_num",217,89,41.01
"TX_RESP_Q22f_num",217,89,41.01
"TX_RESP_Q23b_num",217,89,41.01
"TX_RESP_Q23g_num",217,89,41.01
"TX_RESP_Q22d_num",217,88,40.55
"TX_RESP_Q23c_num",217,88,40.55
"TX_RESP_Q23e_num",217,88,40.55
"TX_RESP_Q23i_num",217,88,40.55
"TX_RESP_Q22b_num",217,87,40.09
"TX_RESP_Q22c_num",217,87,40.09
"TX_RESP_Q22g_num",217,87,40.09
"TX_RESP_Q22h_num",217,87,40.09
"TX_RESP_Q23a_num",217,87,40.09
"TX_RESP_Q23d_num",217,87,40.09
"TX_RESP_Q22a_num",217,86,39.63
"TX_RESP_Q10a_num",217,83,38.25
"TX_RESP_Q10b_num",217,82,37.79
"TX_RESP_Q10d_num",217,82,37.79
"TX_RESP_Q10c_num",217,81,37.33
"TX_RESP_Q10f_num",217,81,37.33
"TX_RESP_Q10e_num",217,80,36.87
"TX_RESP_Q01",217,0,0
"TX_RESP_Q02",217,0,0
"TX_RESP_Q03",217,0,0
"TX_RESP_Q04",217,0,0
"TX_RESP_Q05a",217,0,0
"TX_RESP_Q05b",217,0,0
"TX_RESP_Q05c",217,0,0
"TX_RESP_Q06",217,0,0
"TX_RESP_Q07a",217,0,0
"TX_RESP_Q07b",217,0,0
"TX_RESP_Q07c",217,0,0
"TX_RESP_Q07d",217,0,0
"TX_RESP_Q07e",217,0,0
"TX_RESP_Q08",217,0,0
"TX_RESP_Q09",217,0,0
"TX_RESP_Q10a",217,0,0
"TX_RESP_Q10b",217,0,0
"TX_RESP_Q10c",217,0,0
"TX_RESP_Q10d",217,0,0
"TX_RESP_Q10e",217,0,0
"TX_RESP_Q10f",217,0,0
"TX_RESP_Q11a",217,0,0
"TX_RESP_Q11b",217,0,0
"TX_RESP_Q11c",217,0,0
"TX_RESP_Q12a",217,0,0
"TX_RESP_Q12b",217,0,0
"TX_RESP_Q12c",217,0,0
"TX_RESP_Q12d",217,0,0
"TX_RESP_Q12e",217,0,0
"TX_RESP_Q12f",217,0,0
"TX_RESP_Q12g",217,0,0
"TX_RESP_Q13a",217,0,0
"TX_RESP_Q13b",217,0,0
"TX_RESP_Q13c",217,0,0
"TX_RESP_Q13d",217,0,0
"TX_RESP_Q13e",217,0,0
"TX_RESP_Q13f",217,0,0
"TX_RESP_Q13g",217,0,0
"TX_RESP_Q13h",217,0,0
"TX_RESP_Q13i",217,0,0
"TX_RESP_Q14",217,0,0
"TX_RESP_Q15a",217,0,0
"TX_RESP_Q15b",217,0,0
"TX_RESP_Q16",217,0,0
"TX_RESP_Q17",217,0,0
"TX_RESP_Q18",217,0,0
"TX_RESP_Q19",217,0,0
"TX_RESP_Q20",217,0,0
"TX_RESP_Q21a",217,0,0
"TX_RESP_Q21b",217,0,0
"TX_RESP_Q21c",217,0,0
"TX_RESP_Q21d",217,0,0
"TX_RESP_Q21e",217,0,0
"TX_RESP_Q22a",217,0,0
"TX_RESP_Q22b",217,0,0
"TX_RESP_Q22c",217,0,0
"TX_RESP_Q22d",217,0,0
"TX_RESP_Q22e",217,0,0
"TX_RESP_Q22f",217,0,0
"TX_RESP_Q22g",217,0,0
"TX_RESP_Q22h",217,0,0
"TX_RESP_Q23a",217,0,0
"TX_RESP_Q23b",217,0,0
"TX_RESP_Q23c",217,0,0
"TX_RESP_Q23d",217,0,0
"TX_RESP_Q23e",217,0,0
"TX_RESP_Q23f",217,0,0
"TX_RESP_Q23g",217,0,0
"TX_RESP_Q23h",217,0,0
"TX_RESP_Q23i",217,0,0
"TX_RESP_Q24",217,0,0
"TX_RESP_Q25",217,0,0
