"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q23b_num"
2.38860711493816,1.61200507268876,0.805892830039762,-0.670561009253131,0.991561030552797,-0.15049280256442
-0.850792752443291,0.424211861233885,-2.27115252102115,1.49586686679545,-1.3220813740704,-0.15049280256442
NA,NA,NA,NA,NA,NA
-0.380221036248919,-0.763581350220993,-1.24547073733418,0.0515816160963946,-0.165260171758799,-0.15049280256442
-0.744522548634452,NA,NA,NA,NA,1.95640643333745
NA,NA,NA,NA,NA,NA
-0.236680529612119,-0.763581350220993,-1.24547073733418,-0.670561009253131,-0.165260171758799,-0.15049280256442
-0.0945338555746744,-0.763581350220993,0.805892830039762,1.49586686679545,-0.165260171758799,-0.15049280256442
1.54025256753599,0.424211861233885,-0.219788953647208,-0.670561009253131,0.991561030552797,-0.15049280256442
-0.178119956651251,0.424211861233885,0.805892830039762,-0.670561009253131,-1.3220813740704,NA
-0.135672944690992,1.61200507268876,0.805892830039762,-0.670561009253131,-0.165260171758799,-0.15049280256442
NA,NA,NA,NA,NA,NA
-0.616460852633979,-0.763581350220993,-0.219788953647208,1.49586686679545,0.991561030552797,-0.15049280256442
1.24996671129139,0.424211861233885,0.805892830039762,-0.670561009253131,0.991561030552797,-0.15049280256442
0.436802665175558,0.424211861233885,-0.219788953647208,-0.670561009253131,0.991561030552797,-0.15049280256442
-1.10374245807787,-0.763581350220993,-0.219788953647208,-0.670561009253131,-1.3220813740704,-0.15049280256442
-0.305618248293841,-1.95137456167587,0.805892830039762,1.49586686679545,0.991561030552797,-2.25739203846629
-0.969263876079714,0.424211861233885,0.805892830039762,-0.670561009253131,-1.3220813740704,1.95640643333745
