"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num"
2.01756646340956,0.729234492969466,-0.670561009253131,0.991561030552797,-0.928190961784514,-1.52752523165195,-0.15049280256442,-1.2719356603248,0.540061724867322
-1.49809616122755,-0.833410849107961,1.49586686679545,-1.3220813740704,0.232047740446129,0,-0.15049280256442,0.0978412046403697,0.540061724867322
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.181219256992496,0.729234492969466,0.0515816160963946,-0.165260171758799,1.39228644267677,0,-0.15049280256442,0.0978412046403697,0.540061724867322
-0.230524157263507,0.729234492969466,NA,NA,1.39228644267677,0,1.95640643333745,1.46761806960554,-1.08012344973464
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.282956189166778,0.729234492969466,-0.670561009253131,-0.165260171758799,0.232047740446129,-1.52752523165195,-0.15049280256442,0.0978412046403697,-1.08012344973464
-0.344004368188119,-2.39605619118539,1.49586686679545,-0.165260171758799,1.39228644267677,1.52752523165195,-0.15049280256442,0.0978412046403697,0.540061724867322
0.991590545965412,-0.833410849107961,-0.670561009253131,0.991561030552797,-0.928190961784514,0,-0.15049280256442,0.0978412046403697,0.540061724867322
-0.485476981497873,0.729234492969466,-0.670561009253131,-1.3220813740704,0.232047740446129,1.52752523165195,NA,0.0978412046403697,0.540061724867322
-0.129011937939859,0.729234492969466,-0.670561009253131,-0.165260171758799,0.232047740446129,0,-0.15049280256442,-1.2719356603248,0.540061724867322
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.51219069884871,-0.833410849107961,1.49586686679545,0.991561030552797,1.39228644267677,1.52752523165195,-0.15049280256442,NA,0.540061724867322
0.28972446917334,-0.833410849107961,-0.670561009253131,0.991561030552797,-0.928190961784514,0,-0.15049280256442,1.46761806960554,-1.08012344973464
1.1096987946096,0.729234492969466,-0.670561009253131,0.991561030552797,-0.928190961784514,0,-0.15049280256442,0.0978412046403697,0.540061724867322
-0.224975370716065,-0.833410849107961,-0.670561009253131,-1.3220813740704,-0.928190961784514,-1.52752523165195,-0.15049280256442,-1.2719356603248,0.540061724867322
1.07697166197009,0.729234492969466,1.49586686679545,0.991561030552797,-0.928190961784514,0,-2.25739203846629,-1.2719356603248,-2.70030862433661
-1.16300919162062,0.729234492969466,-0.670561009253131,-1.3220813740704,-0.928190961784514,0,1.95640643333745,1.46761806960554,0.540061724867322
