"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.07705143988697,0.301511344577764,1.6583123951777,0.998186761880863,-0.957427107756338,-1.4611455220337,-0.889499179993322,-2.1287246255607,3.17542648054294,-0.288675134594813
-0.257146666158298,NA,0,0.998186761880863,0,-0.538316771275575,1.03774904332554,0.946099833582532,-0.288675134594813,-0.288675134594813
-1.32920104548471,-1.35680105059994,-1.6583123951777,-0.199637352376172,-1.91485421551268,-1.4611455220337,-0.889499179993322,-0.591312395989083,-0.288675134594813,3.17542648054294
-0.720353414069071,0.301511344577764,0,0.998186761880863,0,-0.538316771275575,-0.889499179993322,-0.591312395989083,-0.288675134594813,-0.288675134594813
-0.398388596733701,0.301511344577764,0,0.998186761880863,0.957427107756338,-0.538316771275575,1.03774904332554,-0.591312395989083,-0.288675134594813,-0.288675134594813
0.836332434787282,0.301511344577764,0,-1.39746146663321,NA,NA,-0.889499179993322,0.946099833582532,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.32044966628202,NA,NA,NA,0.957427107756338,1.30734073024068,1.03774904332554,-0.591312395989083,-0.288675134594813,-0.288675134594813
1.4922710145074,1.95982373975546,1.6583123951777,-1.39746146663321,0.957427107756338,1.30734073024068,1.03774904332554,0.946099833582532,-0.288675134594813,-0.288675134594813
1.04275743708376,-1.35680105059994,0,-1.39746146663321,0.957427107756338,1.30734073024068,1.03774904332554,0.946099833582532,-0.288675134594813,-0.288675134594813
-1.02697372153373,-1.35680105059994,-1.6583123951777,-0.199637352376172,0.957427107756338,0.384511979482553,-0.889499179993322,-0.591312395989083,-0.288675134594813,-0.288675134594813
-0.60819104020762,0.301511344577764,0,0.998186761880863,0,-0.538316771275575,1.03774904332554,0.946099833582532,-0.288675134594813,-0.288675134594813
1.02774377756003,0.301511344577764,0,-0.199637352376172,-0.957427107756338,0.384511979482553,-0.889499179993322,-0.591312395989083,-0.288675134594813,-0.288675134594813
-0.302248406146403,0.301511344577764,0,-0.199637352376172,-0.957427107756338,0.384511979482553,-0.889499179993322,0.946099833582532,-0.288675134594813,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
