Termo,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup,Referencia
AREA_LOCAL_Rural_Interior,9.244623683988188,2.095040155585085,4.4126236241073045,1.0679521407347842e-5,***,5.138344979041421,13.350902388934955,Privada_Urbana_Capital
AREA_LOCAL_Rural_Interior,3.571157297575266,1.474160646574828,2.4225021240885467,0.015490134349351281,*,0.6818024302886032,6.460512164861929,Privada_Urbana_Interior
AREA_LOCAL_Rural_Interior,9.244623683988063,2.0950401555850884,4.412623624107238,1.067952140735111e-5,***,5.13834497904129,13.350902388934838,Publica_Urbana_Capital
AREA_LOCAL_Rural_Interior,3.57115729757524,1.474160646574827,2.4225021240885307,0.015490134349351958,*,0.6818024302885792,6.460512164861901,Publica_Urbana_Interior
AREA_LOCAL_Urbana_Capital,-9.244623683988152,2.095040155585104,-4.412623624107247,1.067952140735069e-5,***,-13.350902388934955,-5.1383449790413485,Privada_Rural_Interior
AREA_LOCAL_Urbana_Capital,-5.673466386412922,1.5116888191271465,-3.7530649923631754,1.7897196700020213e-4,***,-8.636376471902128,-2.7105563009237144,Privada_Urbana_Interior
AREA_LOCAL_Urbana_Capital,-9.244623683988022,2.0950401555851084,-4.412623624107176,1.067952140735413e-5,***,-13.350902388934834,-5.13834497904121,Publica_Rural_Interior
AREA_LOCAL_Urbana_Capital,-5.673466386412805,1.511688819127145,-3.753064992363102,1.7897196700025365e-4,***,-8.63637647190201,-2.710556300923601,Publica_Urbana_Interior
AREA_LOCAL_Urbana_Interior,-3.571157297575213,1.4741606465748285,-2.42250212408851,0.015490134349352853,*,-6.460512164861877,-0.681802430288549,Privada_Rural_Interior
AREA_LOCAL_Urbana_Interior,5.673466386412931,1.5116888191271325,3.7530649923632167,1.7897196700017215e-4,***,2.7105563009237517,8.63637647190211,Privada_Urbana_Capital
AREA_LOCAL_Urbana_Interior,-3.5711572975751906,1.4741606465748283,-2.422502124088495,0.015490134349353476,*,-6.4605121648618535,-0.6818024302885273,Publica_Rural_Interior
AREA_LOCAL_Urbana_Interior,5.673466386412834,1.5116888191271316,3.753064992363154,1.7897196700021693e-4,***,2.7105563009236557,8.636376471902011,Publica_Urbana_Capital
INSE_MEDIO_norm,12.48724413184694,0.39044585226737605,31.982012510394693,2.84174933036132e-186,***,11.721970261402882,13.252518002290996,Privada_Rural_Interior
INSE_MEDIO_norm,12.487244131846946,0.39044585226737605,31.98201251039471,2.8417493303603497e-186,***,11.72197026140289,13.252518002291003,Privada_Urbana_Capital
INSE_MEDIO_norm,12.487244131846943,0.3904458522673761,31.9820125103947,2.8417493303603497e-186,***,11.721970261402886,13.252518002291,Privada_Urbana_Interior
INSE_MEDIO_norm,12.487244131846921,0.39044585226737555,31.98201251039469,2.84174933036132e-186,***,11.721970261402866,13.252518002290977,Publica_Rural_Interior
INSE_MEDIO_norm,12.487244131846932,0.3904458522673755,31.98201251039472,2.8417493303592185e-186,***,11.721970261402877,13.252518002290987,Publica_Urbana_Capital
INSE_MEDIO_norm,12.487244131846927,0.39044585226737555,31.982012510394703,2.8417493303603497e-186,***,11.72197026140287,13.252518002290984,Publica_Urbana_Interior
TIPO_ESCOLA_Privada,7.059622356325223,3.167821384888576,2.228541795317647,0.025939844334186477,*,0.8506924419436137,13.26855227070683,Publica_Rural_Interior
TIPO_ESCOLA_Privada,7.059622356325187,3.1678213848885757,2.228541795317636,0.02593984433418721,*,0.8506924419435791,13.268552270706795,Publica_Urbana_Capital
TIPO_ESCOLA_Privada,7.059622356325198,3.167821384888576,2.228541795317639,0.02593984433418703,*,0.8506924419435888,13.268552270706806,Publica_Urbana_Interior
TIPO_ESCOLA_Publica,-7.059622356324763,3.167821384888596,-2.2285417953174878,0.025939844334197104,*,-13.268552270706412,-0.8506924419431146,Privada_Rural_Interior
TIPO_ESCOLA_Publica,-7.05962235632473,3.167821384888596,-2.2285417953174775,0.02593984433419781,*,-13.268552270706378,-0.8506924419430817,Privada_Urbana_Capital
TIPO_ESCOLA_Publica,-7.059622356324739,3.1678213848885965,-2.2285417953174798,0.025939844334197652,*,-13.268552270706387,-0.8506924419430897,Privada_Urbana_Interior
