Termo,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup
(Intercept),300.09786373597194,3.404256124157307,88.15372662662345,0,***,293.4255217326236,306.77020573932026
INSE_MEDIO_norm,12.257243377943103,0.4072151661990894,30.10016422608013,2.4894608856365504e-168,***,11.459101652192889,13.055385103693318
TIPO_ESCOLA_Publica,-24.772599121657418,3.3038765919661035,-7.498040084758582,9.164366247176782e-14,***,-31.24819724191098,-18.297001001403856
AREA_LOCAL_Urbana_Capital,-14.526400924661482,2.1850203304660334,-6.6481765510910416,3.6870564301076954e-11,***,-18.809040772374907,-10.243761076948058
AREA_LOCAL_Urbana_Interior,-5.07797754755575,1.5374745799272622,-3.302804230946042,9.717581844133042e-4,***,-8.091427724213183,-2.064527370898316
