"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q23d_num"
NA,NA,NA,NA
0.345095716071,0.4188059927269,-0.578110870231632,-0.105988462286205
NA,NA,NA,NA
-0.698866003081843,0.4188059927269,1.78688814435232,1.1393759695767
NA,NA,NA,NA
-1.96605961862628,0.4188059927269,1.78688814435232,-2.59671732601201
0.471913457638611,0.4188059927269,1.78688814435232,-0.105988462286205
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.33373649965102,0.4188059927269,0.210222134629684,-0.105988462286205
-2.77312526319613,0.4188059927269,-0.578110870231632,-1.35135289414911
-3.07487606558499,0.4188059927269,1.78688814435232,-1.35135289414911
NA,NA,NA,NA
-0.249015099541944,0.4188059927269,-0.578110870231632,1.1393759695767
1.37470596742086,-1.54958217308953,-0.578110870231632,-0.105988462286205
NA,NA,NA,NA
NA,NA,NA,NA
0.732721113987438,0.4188059927269,-0.578110870231632,1.1393759695767
0.981442437975125,0.4188059927269,-0.578110870231632,-0.105988462286205
NA,NA,NA,NA
0.941587427906803,0.4188059927269,1.78688814435232,1.1393759695767
NA,NA,NA,NA
-0.483297449900592,0.4188059927269,0.998555139491001,-0.105988462286205
-0.510299785601802,0.4188059927269,-0.578110870231632,-0.105988462286205
-0.505357422732224,0.4188059927269,-0.578110870231632,-0.105988462286205
NA,NA,NA,NA
0.153393608453737,-1.54958217308953,-0.578110870231632,1.1393759695767
-0.335632034452832,0.4188059927269,-0.578110870231632,1.1393759695767
-0.563316583855462,0.4188059927269,-0.578110870231632,-1.35135289414911
-0.522515993413211,0.4188059927269,-0.578110870231632,-0.105988462286205
1.04671632790975,0.4188059927269,-0.578110870231632,1.1393759695767
0.367402682806283,0.4188059927269,-0.578110870231632,1.1393759695767
0.62570953228477,0.4188059927269,-0.578110870231632,-0.105988462286205
-0.315885176691907,0.4188059927269,NA,-0.105988462286205
1.02074000826567,-1.54958217308953,NA,1.1393759695767
1.58782732898176,0.4188059927269,-0.578110870231632,-1.35135289414911
0.540302078514808,-1.54958217308953,-0.578110870231632,-0.105988462286205
NA,NA,NA,NA
0.0892036021585283,-1.54958217308953,-0.578110870231632,-0.105988462286205
-0.0106103691861346,0.4188059927269,1.78688814435232,-0.105988462286205
0.0695823418991166,0.4188059927269,-0.578110870231632,-0.105988462286205
0.0289920369738809,0.4188059927269,-0.578110870231632,-0.105988462286205
NA,NA,NA,NA
1.2776284999915,0.4188059927269,-0.578110870231632,1.1393759695767
0.376355942840759,-3.51797033890596,-0.578110870231632,1.1393759695767
1.22372401456264,0.4188059927269,-0.578110870231632,-2.59671732601201
0.172019925421533,0.4188059927269,-0.578110870231632,-1.35135289414911
-0.886286217007893,0.4188059927269,1.78688814435232,-1.35135289414911
1.69654939854259,-1.54958217308953,-0.578110870231632,1.1393759695767
0.814920695368647,0.4188059927269,-0.578110870231632,-0.105988462286205
0.185631871651763,0.4188059927269,1.78688814435232,-0.105988462286205
0.366015372202677,0.4188059927269,-0.578110870231632,1.1393759695767
-0.459316703693781,0.4188059927269,-0.578110870231632,-0.105988462286205
-1.24183850104147,0.4188059927269,-0.578110870231632,-0.105988462286205
-8.06722266829219e-05,0.4188059927269,-0.578110870231632,1.1393759695767
0.783959668847243,-3.51797033890596,-0.578110870231632,-0.105988462286205
-0.329284045211022,0.4188059927269,1.78688814435232,-0.105988462286205
-0.0286142830345587,0.4188059927269,-0.578110870231632,-0.105988462286205
-0.820778064550052,0.4188059927269,1.78688814435232,1.1393759695767
-0.165349206395664,0.4188059927269,-0.578110870231632,-1.35135289414911
NA,NA,NA,NA
NA,NA,NA,NA
