"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22a_num"
NA,NA,NA
0.898468070306686,1.0073526816775,-1.46398627519301
0.920769889300837,-0.139910094677431,-0.152498570332605
0.0180169397135513,-1.28717287103236,1.1589891345278
0.771566154375826,-0.139910094677431,-1.46398627519301
-2.11390824660988,1.0073526816775,1.1589891345278
0.944664030429026,1.0073526816775,-0.152498570332605
0.809097007472471,-0.139910094677431,-1.46398627519301
0.228425466803387,-0.139910094677431,-0.152498570332605
NA,NA,NA
-0.655599633877956,1.0073526816775,1.1589891345278
-0.10509080406909,NA,-0.152498570332605
-0.203442460412942,-1.28717287103236,1.1589891345278
0.00187495410882388,1.0073526816775,1.1589891345278
-1.73367779994373,-1.28717287103236,1.1589891345278
-0.825716935168454,-0.139910094677431,-0.152498570332605
-1.13482082487199,NA,1.1589891345278
-0.891992710762174,-0.139910094677431,1.1589891345278
0.238637227674003,1.0073526816775,-0.152498570332605
-0.174070537163099,-0.139910094677431,1.1589891345278
NA,NA,NA
0.0611276096845361,-0.139910094677431,-1.46398627519301
-0.467735961986842,-2.4344356473873,1.1589891345278
-1.68678909037917,-1.28717287103236,-0.152498570332605
NA,NA,NA
2.01102535600618,1.0073526816775,-1.46398627519301
0.0316133934036611,1.0073526816775,1.1589891345278
-0.128790257917795,1.0073526816775,-1.46398627519301
0.536692924976854,-1.28717287103236,-0.152498570332605
NA,NA,NA
0.415055315066974,1.0073526816775,-0.152498570332605
-0.726693974470118,-1.28717287103236,1.1589891345278
-2.08401944800669,-0.139910094677431,-0.152498570332605
NA,NA,NA
1.84002463894793,1.0073526816775,1.1589891345278
-0.335432783906486,-1.28717287103236,-0.152498570332605
0.220508184104335,1.0073526816775,-0.152498570332605
-1.71184053516273,-1.28717287103236,1.1589891345278
1.72568805789762,1.0073526816775,-0.152498570332605
NA,NA,NA
0.893432008253618,1.0073526816775,-0.152498570332605
1.03011066657643,1.0073526816775,-0.152498570332605
-0.211586622392507,-0.139910094677431,-0.152498570332605
0.530570693599225,-1.28717287103236,-0.152498570332605
-0.026694094299373,-0.139910094677431,-1.46398627519301
0.416529469893685,-1.28717287103236,1.1589891345278
0.818685812913688,1.0073526816775,-1.46398627519301
0.603501684109141,-0.139910094677431,-0.152498570332605
-1.30965331609026,1.0073526816775,-1.46398627519301
NA,NA,NA
0.5614704818728,-0.139910094677431,-1.46398627519301
NA,NA,NA
