"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q23b_num"
1.15027262456035,0.903167069608342,0.432216671874983,-0.199037298862639
1.2854636196995,-0.161279833858632,0.432216671874983,-0.199037298862639
-1.14995784115876,-1.22572673732561,-0.547474451041644,-0.199037298862639
0.0672926680251245,0.903167069608342,1.41190779479161,1.49277974146979
-0.818896506173058,-1.22572673732561,-0.547474451041644,1.49277974146979
0.071668649243763,0.903167069608342,1.41190779479161,-0.199037298862639
0.120562104145756,-0.161279833858632,1.41190779479161,-0.199037298862639
-1.73502680302792,-1.22572673732561,-1.52716557395827,-0.199037298862639
-0.949219589061714,-0.161279833858632,0.432216671874983,-0.199037298862639
-0.672798939131145,0.903167069608342,-0.547474451041644,1.49277974146979
1.46503497589539,0.903167069608342,0.432216671874983,-0.199037298862639
1.30101352864259,0.903167069608342,0.432216671874983,-0.199037298862639
NA,NA,NA,NA
1.12235405881489,0.903167069608342,1.41190779479161,-0.199037298862639
0.518624163532442,-0.161279833858632,1.41190779479161,1.49277974146979
-0.496952225510068,-1.22572673732561,-0.547474451041644,-0.199037298862639
1.39621219611591,-1.22572673732561,1.41190779479161,-0.199037298862639
-1.55443217753835,-0.161279833858632,-0.547474451041644,1.49277974146979
-0.5599283523819,0.903167069608342,-1.52716557395827,1.49277974146979
0.399163031908729,0.903167069608342,-1.52716557395827,-0.199037298862639
1.36933238655216,-0.161279833858632,0.432216671874983,-0.199037298862639
0.469093078182579,NA,-0.547474451041644,-0.199037298862639
-0.355350640068792,-0.161279833858632,-0.547474451041644,-0.199037298862639
NA,NA,NA,NA
-0.977090160787802,0.903167069608342,0.432216671874983,-0.199037298862639
0.137239857210689,0.903167069608342,-1.52716557395827,-0.199037298862639
0.16940584767049,-0.161279833858632,-0.547474451041644,-1.89085433919507
1.05184980166638,0.903167069608342,0.432216671874983,-0.199037298862639
-1.036021112503,-2.29017364079258,-0.547474451041644,-0.199037298862639
-0.28448987782426,-0.161279833858632,0.432216671874983,-0.199037298862639
-1.58766599659544,0.903167069608342,-0.547474451041644,-0.199037298862639
-1.34446030545236,-1.22572673732561,-1.52716557395827,1.49277974146979
1.7230603922107,0.903167069608342,1.41190779479161,-0.199037298862639
0.181848166859157,-2.29017364079258,-1.52716557395827,-3.5826713795275
0.123170893436802,0.903167069608342,0.432216671874983,-0.199037298862639
-0.600371517158838,-0.161279833858632,0.432216671874983,-0.199037298862639
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
