Variavel,Contribuicao_PC1,Cos2_PC1
INV_INSE,52.19456253705247,0.7250980652473697
LOCAL_RURAL,24.043492227213566,0.33401735445846586
TIPO_PRIVADA,23.04573086870279,0.32015623951722094
INV_MT,0.6367776098631982,0.00884625122735485
INV_LP,0.07943675716790877,0.0011035524800325019
