"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
0.857681456771852,0.886287096692083,0.122135269491254,0.739871326426186,0.975212689829482,0,0.148719803350717,-1.13651514141549,-0.727592787169115,-0.0456689251354308,1.04073452628609,-0.254132511366282,-0.0823072021421912,-0.398149126926994,0.304373376467527,-1.26484047554284,-0.405380729949319,-0.258342453222111
1.78071450562373,0.886287096692083,2.01523194660569,-0.079271927831377,-1.08603231367374,0,0.148719803350717,-1.13651514141549,-0.727592787169115,-1.46140560433379,-0.291405667360106,-0.254132511366282,-0.0823072021421912,-0.398149126926994,0.304373376467527,-1.26484047554284,-0.405380729949319,-0.258342453222111
1.15897275779145,1.98528309659027,1.06868360804847,-0.89841518208894,-1.08603231367374,-1.0522085616183,-0.803086938093869,-1.13651514141549,-0.727592787169115,-0.0456689251354308,-1.6235458610063,-0.254132511366282,-0.0823072021421912,-0.398149126926994,0.304373376467527,-0.0744023809142845,-0.405380729949319,-0.258342453222111
-1.11736461612012,-1.31170490310428,-0.824413069065966,0.739871326426186,0.975212689829482,0,-0.803086938093869,1.13651514141549,0.381120031374298,-0.0456689251354308,-0.291405667360106,-0.254132511366282,-0.0823072021421912,-0.398149126926994,0.304373376467527,-0.0744023809142845,-0.405380729949319,-0.258342453222111
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.825158115429683,-1.31170490310428,-0.824413069065966,-1.7175584363465,0.975212689829482,-2.10441712323661,-0.803086938093869,0,0.381120031374298,-0.0456689251354308,-0.291405667360106,-0.254132511366282,-0.0823072021421912,-0.398149126926994,0.304373376467527,-0.0744023809142845,1.68908637478883,-0.258342453222111
1.72208472421554,0.886287096692083,2.01523194660569,0.739871326426186,-1.08603231367374,-1.0522085616183,1.1005265447953,1.13651514141549,-0.727592787169115,-1.46140560433379,1.04073452628609,-0.254132511366282,1.23460803213287,-0.398149126926994,0.304373376467527,-1.26484047554284,-0.405380729949319,-0.258342453222111
-0.694154088319118,-1.31170490310428,-0.824413069065966,0.739871326426186,0.975212689829482,1.0522085616183,-0.803086938093869,1.13651514141549,0.381120031374298,1.37006775406292,1.04073452628609,-0.254132511366282,-0.0823072021421912,-0.398149126926994,-0.777843073194793,-0.0744023809142845,1.68908637478883,-0.258342453222111
-0.0256432214828413,0.886287096692083,1.06868360804847,0.739871326426186,0.975212689829482,0,0.148719803350717,0,-1.83630560571253,-0.0456689251354308,-0.291405667360106,-0.254132511366282,-0.0823072021421912,-0.398149126926994,-0.777843073194793,-0.0744023809142845,-0.405380729949319,-0.258342453222111
