"PROFICIENCIA_MT_SAEB","TX_RESP_Q21e_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num"
NA,NA,NA,NA
0.289200533839013,0.829977936713103,0.415143200261595,-0.602700475566316
0.87119490970195,0.829977936713103,0.415143200261595,-0.602700475566316
-0.397366036720554,NA,0.415143200261595,-0.602700475566316
-1.13510638887685,0.829977936713103,-1.07937232068015,-0.602700475566316
-1.18792632218351,-0.248993381013931,-2.57388784162189,-0.602700475566316
0.200703677467893,0.829977936713103,-1.07937232068015,-0.602700475566316
0.786729340075349,-1.32796469874096,0.415143200261595,1.56702123647242
-1.29261713586279,NA,NA,NA
-0.745647743594356,-0.248993381013931,-1.07937232068015,-0.602700475566316
0.555876261836889,NA,0.415143200261595,-0.602700475566316
0.210525361575368,NA,0.415143200261595,-0.602700475566316
-0.610833166248242,0.829977936713103,0.415143200261595,-0.602700475566316
0.306510779057955,-1.32796469874096,0.415143200261595,-0.602700475566316
1.41053225797908,NA,1.90965872120334,1.56702123647242
-1.24638755032822,-1.32796469874096,0.415143200261595,1.56702123647242
NA,NA,NA,NA
-1.48528280557421,NA,NA,NA
1.64905580806945,0.829977936713103,0.415143200261595,-0.602700475566316
1.70923551558599,0.829977936713103,-1.07937232068015,1.56702123647242
-0.258157543807506,-1.32796469874096,0.415143200261595,-0.602700475566316
0.36976024800729,NA,0.415143200261595,1.56702123647242
NA,NA,NA,NA
NA,NA,NA,NA
