"PROFICIENCIA_MT_SAEB","TX_RESP_Q23g_num"
NA,NA
-0.130211151312551,-2.2713254959624
NA,NA
-0.13022078588174,-1.04013971310428
-0.130177327609676,0.191046069753847
-0.131191143518115,1.42223185261197
NA,NA
-0.132416242587272,1.42223185261197
-0.129298214901229,-2.2713254959624
-0.131139272236435,0.191046069753847
-0.130597642412485,0.191046069753847
-0.130384213446607,-1.04013971310428
-0.132426278730529,0.191046069753847
-0.131120398502076,0.191046069753847
-0.131838091515993,-1.04013971310428
-0.131531786865111,0.191046069753847
-0.131671097335016,-1.04013971310428
-0.130831183509668,-1.04013971310428
-0.130775042116854,0.191046069753847
-0.130708804799885,-1.04013971310428
-0.1314086249433,-1.04013971310428
-0.132202223545542,0.191046069753847
-0.13197845955934,0.191046069753847
-0.133292092163643,1.42223185261197
-0.133178310413137,0.191046069753847
-0.132073087126294,0.191046069753847
-0.13153589296269,0.191046069753847
-0.133389438774238,0.191046069753847
-0.129955453467671,0.191046069753847
-0.130402170613659,0.191046069753847
-0.13056400263185,0.191046069753847
NA,NA
NA,NA
-0.129250987690363,0.191046069753847
NA,NA
NA,NA
NA,NA
-0.130683959666825,1.42223185261197
NA,NA
NA,NA
-0.132598776840041,0.191046069753847
-0.130704053425101,1.42223185261197
-0.130881043877122,0.191046069753847
-0.132095415565827,0.191046069753847
-0.131486939948606,0.191046069753847
-0.132134557739341,-1.04013971310428
-0.130867221957693,1.42223185261197
-0.131454806811127,0.191046069753847
-0.13073413577614,0.191046069753847
-0.129195269315956,0.191046069753847
-0.131093082662904,-1.04013971310428
-0.131971868934743,0.191046069753847
-0.130001255233194,-2.2713254959624
-0.129880222251749,-1.04013971310428
-0.13043187439805,0.191046069753847
-0.133445457561367,0.191046069753847
-0.130954639701577,-1.04013971310428
-0.131072717641949,-2.2713254959624
-0.132054191975018,0.191046069753847
NA,NA
-0.128764921441202,-1.04013971310428
NA,NA
-0.132837785064858,1.42223185261197
-0.130646016072888,0.191046069753847
-0.131493614869753,1.42223185261197
-0.132860806277243,0.191046069753847
-0.132879813339457,1.42223185261197
-0.132963391668895,0.191046069753847
7.48446196988226,1.42223185261197
-0.132504708690662,1.42223185261197
NA,NA
NA,NA
