"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
0.142497729326488,1.44913767461894,0.572077553547355,-0.843274042711568,-1.10679718105893,1.16189500386223,-0.474341649025257,-0.316227766016838,-0.572077553547355,-0.316227766016838
-1.38730951697741,1.44913767461894,0.572077553547355,-0.843274042711568,-0.316227766016838,-0.774596669241483,-0.474341649025257,2.84604989415154,0.858116330321033,2.84604989415154
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.360355045998556,-0.621059003408118,-0.858116330321033,-0.843274042711568,1.26491106406735,1.16189500386223,-0.474341649025257,-0.316227766016838,-0.572077553547355,-0.316227766016838
-1.85893360076576,1.44913767461894,2.00227143741574,-0.843274042711568,0.474341649025257,1.16189500386223,-0.474341649025257,-0.316227766016838,-0.572077553547355,-0.316227766016838
-0.00986652237486719,-0.621059003408118,-0.858116330321033,1.05409255338946,-1.10679718105893,-0.774596669241483,-0.474341649025257,-0.316227766016838,-0.572077553547355,-0.316227766016838
1.57147748740586,-0.621059003408118,0.572077553547355,1.05409255338946,1.26491106406735,-0.774596669241483,-0.474341649025257,-0.316227766016838,0.858116330321033,-0.316227766016838
-0.374872942171737,-0.621059003408118,0.572077553547355,1.05409255338946,-0.316227766016838,1.16189500386223,-0.474341649025257,-0.316227766016838,-2.00227143741574,-0.316227766016838
0.521457170030599,-0.621059003408118,-0.858116330321033,NA,-0.316227766016838,-0.774596669241483,1.89736659610103,-0.316227766016838,0.858116330321033,-0.316227766016838
0.678339863177393,-0.621059003408118,-0.858116330321033,1.05409255338946,1.26491106406735,-0.774596669241483,1.89736659610103,-0.316227766016838,0.858116330321033,-0.316227766016838
0.35685528635088,-0.621059003408118,-0.858116330321033,-0.843274042711568,-1.10679718105893,-0.774596669241483,-0.474341649025257,-0.316227766016838,0.858116330321033,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
