"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
0.0149022748799995,1.44913767461894,0.858116330321033,0.572077553547355,-0.843274042711568,0.572077553547355,1.16189500386223,0.621059003408118,-0.474341649025257,-0.316227766016838,0,-0.474341649025257,-0.316227766016838
-1.65895416983535,1.44913767461894,0.858116330321033,0.572077553547355,-0.843274042711568,0.572077553547355,-0.774596669241483,-1.44913767461894,-0.474341649025257,2.84604989415154,1.5,1.89736659610103,2.84604989415154
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.41170417351163,-0.621059003408118,-0.572077553547355,-0.858116330321033,-0.843274042711568,0.572077553547355,1.16189500386223,-1.44913767461894,-0.474341649025257,-0.316227766016838,0,1.89736659610103,-0.316227766016838
-1.37393649317965,1.44913767461894,-0.572077553547355,2.00227143741574,-0.843274042711568,0.572077553547355,1.16189500386223,0.621059003408118,-0.474341649025257,-0.316227766016838,0,-0.474341649025257,-0.316227766016838
0.0784358702952127,-0.621059003408118,0.858116330321033,-0.858116330321033,1.05409255338946,-0.858116330321033,-0.774596669241483,0.621059003408118,-0.474341649025257,-0.316227766016838,-1.5,-0.474341649025257,-0.316227766016838
0.856414458986071,-0.621059003408118,-0.572077553547355,0.572077553547355,1.05409255338946,0.572077553547355,-0.774596669241483,0.621059003408118,-0.474341649025257,-0.316227766016838,1.5,-0.474341649025257,-0.316227766016838
0.353383216967097,-0.621059003408118,-0.572077553547355,0.572077553547355,1.05409255338946,-2.28831021418942,1.16189500386223,0.621059003408118,-0.474341649025257,-0.316227766016838,0,-0.474341649025257,-0.316227766016838
0.72213072971991,-0.621059003408118,0.858116330321033,-0.858116330321033,NA,-0.858116330321033,-0.774596669241483,-1.44913767461894,1.89736659610103,-0.316227766016838,0,-0.474341649025257,-0.316227766016838
1.6576225753137,-0.621059003408118,-2.00227143741574,-0.858116330321033,1.05409255338946,0.572077553547355,-0.774596669241483,0.621059003408118,1.89736659610103,-0.316227766016838,-1.5,-0.474341649025257,-0.316227766016838
-0.238294289635353,-0.621059003408118,0.858116330321033,-0.858116330321033,-0.843274042711568,0.572077553547355,-0.774596669241483,0.621059003408118,-0.474341649025257,-0.316227766016838,0,-0.474341649025257,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
