"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
2.01707692018168,1.79939014058897,0.155900925586632,0.238365647311398,-0.470699507324527,-0.2494720163061,-0.251676191006802
0.256944778163335,0.599796713529655,0.992096799187656,-1.07264541290129,-0.470699507324527,-0.2494720163061,-0.251676191006802
-0.164338783677449,-1.79939014058897,NA,1.54937670752409,2.27163675274011,-0.2494720163061,-0.251676191006802
-1.91152500582366,-0.599796713529655,-1.51649082161542,0.238365647311398,-0.470699507324527,5.73785637504031,5.68788191675373
0.630519503155625,-0.599796713529655,0.992096799187656,-1.07264541290129,-0.470699507324527,-0.2494720163061,-0.251676191006802
NA,NA,NA,NA,NA,NA,NA
0.203226025408338,NA,NA,0.238365647311398,0.900468622707792,NA,NA
-0.218699469366824,0.599796713529655,-1.51649082161542,1.54937670752409,2.27163675274011,-0.2494720163061,-0.251676191006802
-0.437606070495358,0.599796713529655,0.992096799187656,NA,-0.470699507324527,-0.2494720163061,-0.251676191006802
1.85601300331244,1.79939014058897,0.992096799187656,-1.07264541290129,-0.470699507324527,-0.2494720163061,-0.251676191006802
0.302237925048445,1.79939014058897,0.992096799187656,0.238365647311398,-0.470699507324527,-0.2494720163061,-0.251676191006802
0.382897338379001,-0.599796713529655,0.155900925586632,1.54937670752409,0.900468622707792,-0.2494720163061,-0.251676191006802
NA,NA,NA,NA,NA,NA,NA
-0.685846780429269,-0.599796713529655,0.992096799187656,1.54937670752409,2.27163675274011,2.7441921793671,2.71810286287347
-0.962627645683083,-0.599796713529655,0.155900925586632,0.238365647311398,0.900468622707792,-0.2494720163061,-0.251676191006802
0.261935118571428,-0.599796713529655,0.992096799187656,0.238365647311398,-0.470699507324527,-0.2494720163061,-0.251676191006802
0.118397072285852,NA,NA,1.54937670752409,0.900468622707792,NA,NA
1.37748072610298,1.79939014058897,0.992096799187656,0.238365647311398,-0.470699507324527,-0.2494720163061,-0.251676191006802
-0.207118062870655,0.599796713529655,-0.680294948014393,0.238365647311398,-0.470699507324527,-0.2494720163061,-0.251676191006802
0.315871364919559,NA,NA,0.238365647311398,-0.470699507324527,NA,NA
1.26722647906544,0.599796713529655,0.992096799187656,0.238365647311398,-0.470699507324527,-0.2494720163061,-0.251676191006802
