"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-1.43596998148604,0.479420914242099,0.809858287198526,0.370138274054947,0.938937119507904,1.3220813740704,-1.2719356603248,1.2747548783982,-0.768706114785807,1.47196014438797,-2.769151993838,-1.73644717631942,-0.50395263067897
1.35702171412373,0.479420914242099,0.809858287198526,0.370138274054947,0.170715839910528,-0.991561030552797,-1.2719356603248,0,-2.30611834435742,0,0.865359998074374,-0.306431854644603,-0.50395263067897
0.0611856617085326,0.479420914242099,-0.359937016532678,0.370138274054947,NA,0.165260171758799,0.0978412046403697,0,0.768706114785807,0,0.865359998074374,-0.306431854644603,NA
1.43093826489645,0.479420914242099,0.809858287198526,0.370138274054947,0.938937119507904,-0.991561030552797,-1.2719356603248,-1.2747548783982,-0.768706114785807,0,-0.34614399922975,-0.306431854644603,-0.50395263067897
-1.86077870748815,0.479420914242099,-0.359937016532678,0.370138274054947,-1.36572671928422,1.3220813740704,1.46761806960554,-2.54950975679639,-0.768706114785807,-1.47196014438797,-0.34614399922975,-1.73644717631942,1.76383420737639
-0.0807388388537358,0.479420914242099,0.809858287198526,0.370138274054947,NA,0.165260171758799,0.0978412046403697,0,0.768706114785807,0,-0.34614399922975,-0.306431854644603,NA
-0.992222797029714,-2.20533620551365,-1.52973232026388,-1.3571736715348,-0.597505439686848,1.3220813740704,1.46761806960554,1.2747548783982,0.768706114785807,1.47196014438797,-0.34614399922975,1.12358346703021,1.76383420737639
0.996154859613127,0.479420914242099,-0.359937016532678,0.370138274054947,NA,-0.991561030552797,0.0978412046403697,0,-0.768706114785807,-1.47196014438797,0.865359998074374,1.12358346703021,NA
0.507552316065102,0.479420914242099,0.809858287198526,0.370138274054947,-0.597505439686848,0.165260171758799,0.0978412046403697,0,0.768706114785807,0,0.865359998074374,1.12358346703021,-0.50395263067897
-0.199261778117895,-0.862957645635778,NA,0.370138274054947,-1.36572671928422,0.165260171758799,0.0978412046403697,0,0.768706114785807,0,-0.34614399922975,-0.306431854644603,-0.50395263067897
-0.192609518196556,0.479420914242099,-1.52973232026388,0.370138274054947,0.938937119507904,1.3220813740704,1.46761806960554,1.2747548783982,0.768706114785807,1.47196014438797,0.865359998074374,1.12358346703021,-0.50395263067897
-0.761172411821283,-2.20533620551365,-1.52973232026388,-3.08448561712455,NA,-0.991561030552797,0.0978412046403697,0,0.768706114785807,0,-0.34614399922975,-0.306431854644603,NA
0.560695404291152,0.479420914242099,0.809858287198526,0.370138274054947,0.938937119507904,-0.991561030552797,0.0978412046403697,0,-0.768706114785807,-1.47196014438797,0.865359998074374,-0.306431854644603,-0.50395263067897
0.609205812295281,0.479420914242099,0.809858287198526,0.370138274054947,NA,-0.991561030552797,-1.2719356603248,0,0.768706114785807,0,-0.34614399922975,1.12358346703021,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
