"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.833625378175868,0.921132372943676,1.2285583052324,0.179398740368981,0.875040452139362,-0.0754390940465826,0.30175637618633
-1.18387408246768,-0.460566186471839,NA,-1.16609181239838,0.875040452139362,1.05614731665215,0.30175637618633
-0.236713122602013,-0.460566186471839,1.2285583052324,-1.16609181239838,-2.15394572834304,1.05614731665215,-0.829830034512407
-0.19764210210838,-1.84226474588735,-0.223374237314982,0.852144016752659,0.875040452139362,-0.0754390940465826,0.30175637618633
-0.294081505315242,0.921132372943676,-0.223374237314982,-1.16609181239838,-0.13462160802144,-0.0754390940465826,0.30175637618633
0.739002553353944,-0.460566186471839,-0.223374237314982,0.852144016752659,0.875040452139362,-0.0754390940465826,-0.829830034512407
-1.64933593721252,-0.460566186471839,1.2285583052324,-1.16609181239838,0.875040452139362,1.05614731665215,1.43334278688507
NA,NA,NA,NA,NA,NA,NA
-0.0818281464904817,-0.460566186471839,-1.67530677986236,0.852144016752659,0.875040452139362,-1.20702550474532,-0.829830034512407
NA,NA,NA,NA,NA,NA,NA
2.10092356010881,2.30283093235919,-0.223374237314982,-1.16609181239838,-0.13462160802144,1.05614731665215,1.43334278688507
-0.0241292991803247,-0.460566186471839,-1.67530677986236,0.852144016752659,-1.14428366818224,-2.33861191544406,-1.96141644521114
1.04992274556781,0.921132372943676,1.2285583052324,0.852144016752659,-0.13462160802144,-0.0754390940465826,-0.829830034512407
-0.864719381055086,-0.460566186471839,NA,-1.16609181239838,-0.13462160802144,-0.0754390940465826,1.43334278688507
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.330239552011948,-0.460566186471839,-0.223374237314982,0.852144016752659,-1.14428366818224,-1.20702550474532,-0.829830034512407
1.41516124821327,0.921132372943676,-0.223374237314982,0.852144016752659,-1.14428366818224,-0.0754390940465826,0.30175637618633
-0.269300704648177,-0.460566186471839,-0.223374237314982,0.852144016752659,0.875040452139362,1.05614731665215,0.30175637618633
NA,NA,NA,NA,NA,NA,NA
