"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num"
-1.92062835442338,-0.696226737813161,0.150241123794445,-2.08671331654011
0.432474289949442,-0.696226737813161,1.41655916720477,1.15318367493006
-0.879016440620726,-1.8355068542347,-1.11607691961588,-0.466764820805024
NA,NA,NA,NA
NA,NA,NA,NA
-1.20452574053169,-0.696226737813161,-1.11607691961588,-0.466764820805024
NA,NA,NA,NA
-0.583515686762994,-1.8355068542347,0.150241123794445,-0.466764820805024
-0.482981383454565,-0.696226737813161,1.41655916720477,1.15318367493006
-0.0249838014829429,-0.696226737813161,0.150241123794445,1.15318367493006
-1.19481436398824,-0.696226737813161,0.150241123794445,-2.08671331654011
NA,NA,NA,NA
0.777075435128105,0.443053378608375,0.150241123794445,-0.466764820805024
-0.689983411206322,NA,NA,NA
-0.372966920626803,1.58233349502991,1.41655916720477,1.15318367493006
NA,NA,NA,NA
0.361452836680294,1.58233349502991,0.150241123794445,-0.466764820805024
1.65198995537197,-0.696226737813161,0.150241123794445,-0.466764820805024
-0.340445491312675,0.443053378608375,-1.11607691961588,-0.466764820805024
1.25848639770628,0.443053378608375,1.41655916720477,1.15318367493006
1.85753154745041,1.58233349502991,0.150241123794445,-0.466764820805024
-0.678112622198634,NA,-1.11607691961588,-0.466764820805024
-0.983820401062698,0.443053378608375,-2.3823949630262,-0.466764820805024
0.581261172973381,0.443053378608375,1.41655916720477,-0.466764820805024
0.879858190258651,-0.696226737813161,1.41655916720477,1.15318367493006
1.1658628549923,1.58233349502991,0.150241123794445,-0.466764820805024
0.394111141717589,-0.696226737813161,1.41655916720477,-2.08671331654011
-0.372628071780776,0.443053378608375,1.41655916720477,1.15318367493006
1.19608533325972,0.443053378608375,0.150241123794445,1.15318367493006
2.01940381618062,1.58233349502991,1.41655916720477,1.15318367493006
-0.787903832804659,1.58233349502991,0.150241123794445,-0.466764820805024
-0.086935698626732,0.443053378608375,-1.11607691961588,-0.466764820805024
-0.476641353214646,0.443053378608375,0.150241123794445,-2.08671331654011
-1.09414582404042,-0.696226737813161,0.150241123794445,1.15318367493006
0.486725388199543,0.443053378608375,0.150241123794445,1.15318367493006
-0.0982417237073551,0.443053378608375,-1.11607691961588,-0.466764820805024
1.71146884081778,-0.696226737813161,0.150241123794445,1.15318367493006
1.23595142781158,1.58233349502991,1.41655916720477,1.15318367493006
0.351102278802539,0.443053378608375,0.150241123794445,-0.466764820805024
1.01654573011009,NA,0.150241123794445,1.15318367493006
1.9124936053583,0.443053378608375,1.41655916720477,1.15318367493006
NA,NA,NA,NA
NA,NA,NA,NA
-0.638465785579556,0.443053378608375,-1.11607691961588,-0.466764820805024
-1.11691733667783,0.443053378608375,0.150241123794445,-0.466764820805024
0.514393780213485,-0.696226737813161,-1.11607691961588,1.15318367493006
0.531150820936031,-0.696226737813161,-1.11607691961588,1.15318367493006
0.0747903981482836,-0.696226737813161,-1.11607691961588,-0.466764820805024
0.0175878769961849,0.443053378608375,-1.11607691961588,-0.466764820805024
0.93477108037159,0.443053378608375,0.150241123794445,-0.466764820805024
-0.605263971938543,-1.8355068542347,1.41655916720477,1.15318367493006
-0.993616846450591,-0.696226737813161,-1.11607691961588,1.15318367493006
0.422968880817811,0.443053378608375,-1.11607691961588,-0.466764820805024
0.265895155874241,0.443053378608375,0.150241123794445,-0.466764820805024
-1.86230027593057,-1.8355068542347,0.150241123794445,-0.466764820805024
1.14015587283317,1.58233349502991,0.150241123794445,-0.466764820805024
-1.4409754971475,NA,0.150241123794445,-0.466764820805024
-0.156919278707864,-0.696226737813161,-1.11607691961588,-0.466764820805024
0.138487110073394,0.443053378608375,0.150241123794445,-0.466764820805024
-0.378801982396278,-0.696226737813161,-2.3823949630262,1.15318367493006
1.24356185591775,-0.696226737813161,0.150241123794445,-0.466764820805024
NA,NA,NA,NA
-0.622373175803619,-0.696226737813161,-1.11607691961588,-2.08671331654011
-2.07580579068736,-0.696226737813161,-1.11607691961588,-0.466764820805024
-1.4180405515205,NA,0.150241123794445,-0.466764820805024
-0.14943776152249,-1.8355068542347,0.150241123794445,1.15318367493006
NA,NA,NA,NA
-0.262491331404942,NA,1.41655916720477,1.15318367493006
-0.579942367336611,1.58233349502991,0.150241123794445,-0.466764820805024
NA,NA,NA,NA
NA,NA,NA,NA
