"PROFICIENCIA_MT_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
-1.04794015855262,0.66321159825515,-1.29903810567666,-1.61137562772079,-1.00946606635906,-1.24025326257979,-0.866742015743038,-0.155043418236511,-0.601425472045537,-0.70616585358254,-0.393397896234721
0.673138527431075,0.66321159825515,0.433012701892219,-0.490418669306327,0.605679639815436,-1.24025326257979,-0.866742015743038,-1.39539076412859,-0.601425472045537,-0.70616585358254,-0.393397896234721
-0.580415105239595,NA,0.433012701892219,-0.490418669306327,2.22082534598993,0.286212291364566,0.393973643519563,-1.39539076412859,-0.601425472045537,-0.70616585358254,NA
0.510676423881849,0.66321159825515,-1.29903810567666,-0.490418669306327,-1.00946606635906,-1.24025326257979,0.393973643519563,1.08530392765557,0.773261321201405,0.423699512149524,-0.393397896234721
-1.27558496468881,-0.884282131006867,0.433012701892219,1.7514952475226,0.605679639815436,1.81267784530892,1.65468930278216,1.08530392765557,0.773261321201405,1.55356487788159,2.36038737740833
0.0244082148285883,0.66321159825515,0.433012701892219,-0.490418669306327,0.605679639815436,0.286212291364566,-0.866742015743038,-0.155043418236511,-0.601425472045537,-0.70616585358254,2.36038737740833
0.563582391238717,0.66321159825515,0.433012701892219,0.630538289108135,0.605679639815436,0.286212291364566,0.393973643519563,-0.155043418236511,0.773261321201405,0.423699512149524,-0.393397896234721
1.02767043440885,-0.884282131006867,0.433012701892219,0.630538289108135,-1.00946606635906,-1.24025326257979,0.393973643519563,1.08530392765557,-0.601425472045537,1.55356487788159,-0.393397896234721
1.85322757442414,0.66321159825515,-1.29903810567666,-1.61137562772079,-1.00946606635906,-1.24025326257979,-2.12745767500564,-1.39539076412859,-1.97611226529248,-1.8360312193146,-0.393397896234721
0.219588067324864,-0.884282131006867,0.433012701892219,-0.490418669306327,0.605679639815436,0.286212291364566,-0.866742015743038,-0.155043418236511,0.773261321201405,0.423699512149524,-0.393397896234721
-0.056760720190779,NA,-1.29903810567666,-0.490418669306327,-1.00946606635906,0.286212291364566,0.393973643519563,-0.155043418236511,-0.601425472045537,-0.70616585358254,NA
1.2381347130846,0.66321159825515,-1.29903810567666,-0.490418669306327,-1.00946606635906,0.286212291364566,-0.866742015743038,-0.155043418236511,0.773261321201405,-0.70616585358254,-0.393397896234721
0.889727058049935,0.66321159825515,NA,NA,NA,NA,NA,NA,NA,NA,-0.393397896234721
-1.34125372211202,-2.43177586026888,0.433012701892219,0.630538289108135,0.605679639815436,0.286212291364566,1.65468930278216,2.32565127354766,2.14794811444835,1.55356487788159,-0.393397896234721
-1.33017561019611,0.66321159825515,0.433012701892219,0.630538289108135,0.605679639815436,0.286212291364566,0.393973643519563,-0.155043418236511,0.773261321201405,0.423699512149524,-0.393397896234721
-0.166791993020091,NA,0.433012701892219,0.630538289108135,-1.00946606635906,0.286212291364566,0.393973643519563,-0.155043418236511,-0.601425472045537,-0.70616585358254,NA
-1.20123113067262,-0.884282131006867,2.1650635094611,1.7514952475226,0.605679639815436,1.81267784530892,0.393973643519563,-0.155043418236511,-0.601425472045537,0.423699512149524,-0.393397896234721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
