"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
1.07101819207401,1.46508178831922,0.50031279327426,-0.495903522477218,-1.46508178831922,-0.875765351865846,-1.64991582276861,-0.775248412452487
NA,NA,NA,NA,NA,NA,NA,NA
-0.989635886604541,-1.17206543065538,0.50031279327426,-0.495903522477218,-0.146508178831922,-0.875765351865846,1.17851130197758,-0.775248412452487
0.26833729163475,0.146508178831922,NA,-0.495903522477218,1.17206543065538,0.557305223914629,-0.235702260395516,-0.775248412452487
-0.583485602608848,-1.17206543065538,-1.20075070385822,1.37750978465894,-0.146508178831922,1.99037579969511,-0.235702260395516,1.21824750528248
-0.429350364449413,1.46508178831922,0.50031279327426,-0.495903522477218,-0.146508178831922,0.557305223914629,1.17851130197758,1.21824750528248
0.755214734702339,0.146508178831922,0.50031279327426,-0.495903522477218,-1.46508178831922,0.557305223914629,1.17851130197758,-0.775248412452487
0.50791582206297,0.146508178831922,0.50031279327426,-0.495903522477218,-0.146508178831922,0.557305223914629,1.17851130197758,1.21824750528248
-0.823776002198863,1.46508178831922,0.50031279327426,2.31421643822702,1.17206543065538,0.557305223914629,-1.64991582276861,-0.775248412452487
-0.804837249644221,-1.17206543065538,-2.90181420099071,-0.495903522477218,1.17206543065538,0.557305223914629,-0.235702260395516,-0.775248412452487
1.06680693346262,0.146508178831922,0.50031279327426,-0.495903522477218,-0.146508178831922,-0.875765351865846,-0.235702260395516,1.21824750528248
1.43180275698897,0.146508178831922,0.50031279327426,-0.495903522477218,-1.46508178831922,-0.875765351865846,1.17851130197758,1.21824750528248
-0.303402948031798,-1.17206543065538,0.50031279327426,-0.495903522477218,-1.46508178831922,-0.875765351865846,-0.235702260395516,-0.775248412452487
-0.941847740426067,-1.17206543065538,0.50031279327426,-0.495903522477218,1.17206543065538,0.557305223914629,-0.235702260395516,-0.775248412452487
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.723852773692729,0.146508178831922,-1.20075070385822,NA,1.17206543065538,-0.875765351865846,-0.235702260395516,1.21824750528248
2.34972876360231,1.46508178831922,0.50031279327426,-0.495903522477218,-0.146508178831922,-2.30883592764632,1.17851130197758,1.21824750528248
0.0872925583691234,-1.17206543065538,0.50031279327426,0.440803131090861,-0.146508178831922,0.557305223914629,-0.235702260395516,-0.775248412452487
NA,NA,NA,NA,NA,NA,NA,NA
-0.859003115922438,0.146508178831922,0.50031279327426,2.31421643822702,-0.146508178831922,0.557305223914629,-0.235702260395516,-0.775248412452487
-1.07892536931819,0.146508178831922,-1.20075070385822,-0.495903522477218,1.17206543065538,0.557305223914629,-1.64991582276861,-0.775248412452487
NA,NA,NA,NA,NA,NA,NA,NA
