"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num"
0.44847925888078,1.6601957715884,2.00227143741574,0.801783725737273,-0.948683298050514,-0.0835269069584557,-0.92499458012576,0.242179739848241,-0.16854996561581,-0.301511344577763,-0.109369659814952
0.87682228324129,-0.711512473537885,-0.858116330321033,0.801783725737273,-0.948683298050514,0.751742162626101,-0.92499458012576,-1.08980882931709,-0.16854996561581,-0.301511344577763,-0.109369659814952
1.16761640947879,-0.711512473537885,0.572077553547355,-1.60356745147455,-0.948683298050514,0.751742162626101,-0.92499458012576,-1.08980882931709,-0.16854996561581,-0.301511344577763,-0.109369659814952
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.844846988155441,0.474341649025257,0.572077553547355,0.801783725737273,0.948683298050514,-0.0835269069584557,1.61874051522008,1.57416830901357,-0.16854996561581,1.35680105059994,1.09369659814952
-1.11359246683432,-0.711512473537885,-0.858116330321033,-1.60356745147455,-0.948683298050514,-1.75406504612757,1.61874051522008,1.57416830901357,1.68549965615811,-0.301511344577763,-2.51550217574389
0.0236162208581266,-0.711512473537885,-0.858116330321033,0,0.948683298050514,0.751742162626101,0.34687296754716,0.242179739848241,-0.16854996561581,-0.301511344577763,-0.109369659814952
-1.2544420167482,NA,NA,NA,NA,NA,0.34687296754716,0.242179739848241,-0.16854996561581,-1.95982373975546,-0.109369659814952
-0.590770932357762,-0.711512473537885,0.572077553547355,0.801783725737273,0.948683298050514,-1.75406504612757,0.34687296754716,0.242179739848241,-0.16854996561581,-0.301511344577763,-0.109369659814952
1.3884957003469,1.6601957715884,0.572077553547355,0.801783725737273,-0.948683298050514,0.751742162626101,-0.92499458012576,-1.08980882931709,1.68549965615811,1.35680105059994,1.09369659814952
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.53651986043811,0.474341649025257,-0.858116330321033,0,0.948683298050514,-0.0835269069584557,0.34687296754716,-1.08980882931709,-0.16854996561581,1.35680105059994,1.09369659814952
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.25455158458294,-0.711512473537885,-0.858116330321033,-0.801783725737273,0.948683298050514,0.751742162626101,-0.92499458012576,0.242179739848241,-2.02259958738973,-0.301511344577763,-0.109369659814952
