"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.300598544773209,0.18490006540841,0.333333333333333,-0.764719112901873,-0.761904761904762,0,0.471404520791032,0.611775290321498,1.76383420737639,0.14213381090374,-0.50395263067897,1.33333333333333
2.26089948140195,0.18490006540841,0.333333333333333,-0.0764719112901873,-0.761904761904762,-1.15470053837925,-0.942809041582063,1.98826969354487,1.76383420737639,-1.13707048722992,1.76383420737639,1.33333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.415925901999924,-1.47920052326728,0.333333333333333,-0.764719112901873,-0.761904761904762,1.15470053837925,0.471404520791032,-0.764719112901872,-0.50395263067897,1.4213381090374,1.76383420737639,1.33333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.893577450695558,0.18490006540841,0.333333333333333,-0.764719112901873,0.952380952380952,0,0.471404520791032,-0.764719112901872,-0.50395263067897,0.14213381090374,-0.50395263067897,-0.666666666666667
-0.630482248178362,0.18490006540841,0.333333333333333,-0.764719112901873,1.80952380952381,1.15470053837925,1.88561808316413,0.611775290321498,-0.50395263067897,0.14213381090374,-0.50395263067897,-0.666666666666667
0.0459005661407542,1.8490006540841,0.333333333333333,1.30002249193318,-0.761904761904762,-1.15470053837925,-0.942809041582063,0.611775290321498,-0.50395263067897,-1.13707048722992,-0.50395263067897,-0.666666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.980671234437767,0.18490006540841,0.333333333333333,-0.764719112901873,0.0952380952380953,0,0.471404520791032,-0.764719112901872,-0.50395263067897,1.4213381090374,-0.50395263067897,-0.666666666666667
-0.439196188259896,0.18490006540841,0.333333333333333,1.30002249193318,0.952380952380952,1.15470053837925,-0.942809041582063,-0.764719112901872,-0.50395263067897,-1.13707048722992,-0.50395263067897,-0.666666666666667
0.521799716802158,-1.47920052326728,-2.66666666666667,1.30002249193318,-0.761904761904762,-1.15470053837925,-0.942809041582063,-0.764719112901872,-0.50395263067897,0.14213381090374,-0.50395263067897,-0.666666666666667
