"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q19_num"
-0.730648829619074,0.483045891539648,-0.563918357472361,-0.460566186471839,1.51572949349015,1.60208197875972
-1.66542132954087,0.483045891539648,-0.563918357472361,0.921132372943676,1.51572949349015,1.60208197875972
-1.1697665685109,0.483045891539648,-0.563918357472361,0.921132372943676,-1.32626330680388,-0.582575265003535
-0.342343470981972,0.483045891539648,-0.563918357472361,-0.460566186471839,-1.32626330680388,-0.582575265003535
-0.71035697480245,0.483045891539648,1.01505304345025,-0.460566186471839,0.0947330933431345,-0.582575265003535
1.46182072966421,0.483045891539648,NA,0.921132372943676,0.0947330933431345,-0.582575265003535
-0.234041781586464,0.483045891539648,-0.563918357472361,-1.84226474588735,0.0947330933431345,-0.582575265003535
0.626259831090588,-1.93218356615859,-0.563918357472361,0.921132372943676,0.0947330933431345,-0.582575265003535
1.25191144894857,-1.93218356615859,2.59402444437286,0.921132372943676,-1.32626330680388,-0.582575265003535
-1.1640860227191,0.483045891539648,-0.563918357472361,-1.84226474588735,1.51572949349015,-0.582575265003535
1.57231376018883,0.483045891539648,1.01505304345025,0.921132372943676,0.0947330933431345,-0.582575265003535
NA,NA,NA,NA,NA,NA
0.0447044364024258,0.483045891539648,-0.563918357472361,-0.460566186471839,0.0947330933431345,1.60208197875972
0.247499269924796,0.483045891539648,1.01505304345025,-0.460566186471839,-1.32626330680388,-0.582575265003535
0.812812085255532,-1.93218356615859,-0.563918357472361,0.921132372943676,0.0947330933431345,-0.582575265003535
-0.000656583714127168,0.483045891539648,-0.563918357472361,-0.460566186471839,0.0947330933431345,1.60208197875972
NA,NA,NA,NA,NA,NA
