"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
NA,NA,NA,NA,NA,NA,NA
-2.36378825890324,NA,NA,NA,1.40732464621584,0.58608451801637,-2.09574732798234
-0.120117776642139,0.0689791886692551,-0.359937016532678,0.277350098112615,0.3198465105036,-0.410259162611459,-2.09574732798234
0.712495916307619,0.96570864136957,-0.359937016532678,0.277350098112615,0.3198465105036,-0.410259162611459,0.449088713139071
-2.00119183329186,-0.82775026403106,3.14944889466093,0.277350098112615,1.40732464621584,1.5824281986442,0.449088713139071
-0.91071113737353,-0.82775026403106,-0.359937016532678,-3.32820117735137,-0.767631625208642,1.5824281986442,0.449088713139071
0.113803570785104,-0.82775026403106,0.809858287198525,0.277350098112615,1.40732464621584,1.5824281986442,0.449088713139071
-0.0184586028182829,NA,NA,NA,-1.85510976092088,-0.410259162611459,0.449088713139071
-0.130555480003321,NA,NA,NA,0.3198465105036,-1.40660284323929,-2.09574732798234
0.868253150956687,-1.72447971673137,-0.359937016532678,0.277350098112615,-0.767631625208642,-1.40660284323929,0.449088713139071
NA,NA,NA,NA,NA,NA,NA
0.103948986174868,0.96570864136957,-0.359937016532678,0.277350098112615,0.3198465105036,0.58608451801637,0.449088713139071
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.602835352523346,-0.82775026403106,-0.359937016532678,0.277350098112615,-0.767631625208642,-0.410259162611459,0.449088713139071
0.452365977987615,0.96570864136957,-0.359937016532678,0.277350098112615,1.40732464621584,-0.410259162611459,0.449088713139071
0.00420264391801895,-0.82775026403106,-0.359937016532678,0.277350098112615,-0.767631625208642,0.58608451801637,0.449088713139071
0.202906798087353,0.96570864136957,-0.359937016532678,0.277350098112615,-0.767631625208642,-1.40660284323929,0.449088713139071
-0.0868807695871208,NA,NA,NA,0.3198465105036,-0.410259162611459,0.449088713139071
NA,NA,NA,NA,NA,NA,NA
1.69759449108779,0.96570864136957,-0.359937016532678,0.277350098112615,-0.767631625208642,-0.410259162611459,0.449088713139071
0.873296970791085,0.96570864136957,-0.359937016532678,0.277350098112615,-0.767631625208642,0.58608451801637,0.449088713139071
